低密度舒适小区 优质配套 业主很诚意,光大花园中海锦榕湾,工业大道北,3室2厅 ,109.59, 南 , 简装 ,33,2010, 塔楼,1,7,8600000.0,"78,475元/平",VR看装修 房本满五年 随时看房 
中楼层 户型方正 通风采光好 厅出阳台,穗发花园,新港西,3室1厅 ,73.42, 西南 , 简装 ,9,1999, 塔楼,16, 2个月以前发布,2380000.0,"32,417元/平",近地铁 VR看装修 房本满五年 随时看房 
宝岗大道怡雅苑一期高层安静三房东南向通风透气采光好,怡雅苑(海珠),宝岗,3室2厅 ,93.12, 南 , 精装 ,9,1998, 塔楼,4, 1个月以前发布,3250000.0,"34,902元/平",近地铁 VR看装修 房本满五年 随时看房 
南向高层望江无遮挡 证满两年无抵押 下楼即达滨江公园,金融街融御,工业大道南,4室2厅 ,129.94, 南 , 精装 ,39,2017, 塔楼,46, 5个月以前发布,12000000.0,"92,351元/平",VR看装修 房本满两年 随时看房 
满五唯一 安静小区 中层实用大两房,杏园小区,宝岗,2室1厅 ,54.48, 东南 北 , 精装 ,8,1998, 塔楼,6, 2个月以前发布,2680000.0,"49,193元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五 省级 视野开阔 三面单边 有匙即看,光大花园榕景四季,工业大道北,3室2厅 ,104.54, 南 , 精装 ,16,2004, 塔楼,46, 2个月以前发布,6000000.0,"57,395元/平",近地铁 VR房源 房本满五年 随时看房 
证满五年，户型方正保养好，望小蛮腰,合生颐景华苑,东晓南,3室1厅 ,118.65, 南 北 , 精装 ,24,2007, 板楼,43, 3个月以前发布,5700000.0,"48,041元/平",近地铁 VR房源 房本满五年 随时看房 
北向望花园，小房间朝西，光线充足，旺中带静,光大花园,工业大道北,2室1厅 ,73.12, 西北 , 简装 ,11,2006, 塔楼,33, 4个月以前发布,4500000.0,"61,543元/平",VR房源 房本满五年 随时看房 
光大花园一楼S花园 7字位大阳台 实用DJ仅45000左右,光大花园,工业大道北,2室1厅 ,76.89, 西南 , 简装 ,11,2000, 塔楼,121, 5个月以前发布,4650000.0,"60,477元/平",近地铁 VR房源 房本满五年 随时看房 
精装中层两房 品牌家电 拎包入住 小区管理,康怡花苑,新港西,2室1厅 ,55.69, 南 北 , 精装 ,9,1997, 塔楼,62, 5个月以前发布,1850000.0,"33,220元/平",近地铁 VR看装修 房本满五年 随时看房 
新安街 小区管理 精装准电梯三房带主套  满五年唯一,新安街5号-47号(单号)宿舍,赤岗,3室1厅 ,81.93, 北 , 精装 ,9,1998, 塔楼,7, 7个月以前发布,3250000.0,"39,669元/平",VR房源 房本满五年 随时看房 
江南西 花园小区 原装电梯小高层 南向 中层 满五唯一,江南花园,宝岗,3室2厅 ,86.08, 南 西南 , 简装 ,9,2005, 塔楼,70, 5个月以前发布,4050000.0,"47,050元/平",VR看装修 房本满五年 随时看房 
采光充足视野开阔，地段好 ，户型方正，采光通风好,明珠花园(海珠区),东晓路,2室1厅 ,100.4, 东南 , 简装 ,33,1996, 塔楼,3, 5个月以前发布,3380000.0,"33,666元/平",VR房源 房本满五年 随时看房 
广重社区，一楼单位，门前重整，整洁舒适，3+1房,沙园,沙园,4室1厅 ,54.82, 南 , 精装 ,8,2002, 塔楼,38, 3个月以前发布,2780000.0,"50,712元/平",近地铁 VR看装修 房本满五年 随时看房 
南向三房，放盘少，格局正，看房方便,光大花园中海锦榕湾,工业大道北,3室2厅 ,104.18, 南 , 精装 ,32,2006, 塔楼,0, 1个月以前发布,9360000.0,"89,845元/平",近地铁 VR看装修 房本满五年 随时看房 
格局方正实用，三房，生活配套好，交通便利,侨诚花园,东晓南,3室1厅 ,89.29, 南 , 简装 ,9,1998, 塔楼,19, 7个月以前发布,2260000.0,"25,311元/平",VR看装修 房本满五年 随时看房 
芭堤水岸二期 望花园两房 安静舒适 满五年,芭堤水岸,滨江东,2室2厅 ,68.43, 西北 , 简装 ,33,2006, 塔楼,6, 1个月以前发布,5220000.0,"76,283元/平",近地铁 VR房源 房本满五年 随时看房 
富力金禧花园 高层东南向 直望小蛮腰 有钥匙,富力金禧花园,同福,2室2厅 ,85.03, 东南 , 精装 ,40,2008, 塔楼,39, 9个月以前发布,4750000.0,"55,863元/平",近地铁 VR看装修 房本满五年 随时看房 
此房过五年   产权清晰 电梯中高层,光大花园,工业大道北,2室1厅 ,80.41, 南 , 简装 ,11,1998, 塔楼,59, 3个月以前发布,4100000.0,"50,989元/平",VR看装修 房本满五年 随时看房 
高层通风采光好  房间全南向  双阳台,金碧花园第二金碧,金碧,2室1厅 ,67.78, 北 , 简装 ,32,2000, 塔楼,7, 2个月以前发布,2900000.0,"42,786元/平",近地铁 VR看装修 房本满五年 随时看房 
素社全新装修 拎包入住 带平台 实用130平,素社新村,前进路,4室1厅 ,73.68, 东 , 精装 ,8,1987, 塔楼,1, 1个月以前发布,2600000.0,"35,288元/平",VR看装修 房本满两年 随时看房 
精装两房， 过五年非唯一  交通便利 通风采光好,凤凰新村,工业大道北,2室1厅 ,50.35, 南 , 精装 ,7,1987, 塔楼,285, 4个月以前发布,1380000.0,"27,409元/平",近地铁 VR房源 房本满五年 随时看房 
中层户型方正，采光通风好，房子很实用,江景苑,滨江东,4室2厅 ,94.69, 北 , 其他 ,9,1997, 塔楼,1, 2个月以前发布,3900000.0,"41,188元/平",VR看装修 房本满五年 随时看房 
保利红棉花园 加装电梯两房 证满五年,保利红棉花园,江燕路,2室1厅 ,51.09, 南 北 , 其他 ,9,1997, 塔楼,2, 5个月以前发布,1800000.0,"35,232元/平",近地铁 VR看装修 房本满五年 随时看房 
南向一房一厅 鹭江和客村双地铁 出行方便,华乐苑,新港西,1室1厅 ,52.73, 南 , 精装 ,9,2003, 塔楼,5, 1个月以前发布,2510000.0,"47,601元/平",近地铁 VR看装修 房本满五年 随时看房 
此房罗马少有放盘，户型方正，实用率高，南向望花园。,罗马家园,沥滘,3室2厅 ,94.93, 南 , 精装 ,15,2007, 塔楼,9,31,3730000.0,"39,282元/平",VR看装修 房本满五年 随时看房 
大三房带主套，朝南，满五唯一，光线好，户型棒,橡胶新村102号大院,沙园,3室2厅 ,86.11, 东南 , 其他 ,9,1999, 塔楼,6, 2个月以前发布,3270000.0,"37,975元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁 小区环境 大两房  证过5年 产权清晰,穗发花园,新港西,2室1厅 ,67.8, 东 , 简装 ,9,1999, 塔楼,116, 9个月以前发布,1800000.0,"26,549元/平",近地铁 VR看装修 房本满五年 随时看房 
华乐苑 户型好 南向通风好 鹭江客村地铁,华乐苑,新港西,1室1厅 ,45.7, 南 , 简装 ,9,1999, 塔楼,19, 2个月以前发布,1450000.0,"31,729元/平",近地铁 VR房源 房本满五年 随时看房 
瑞宝花园电梯三房 采光通风好 配套齐全 交通便利,瑞宝花园,东晓南,3室1厅 ,78.93, 东 , 简装 ,9,1999, 塔楼,8, 1个月以前发布,3050000.0,"38,642元/平",近地铁 VR看装修 房本满五年 随时看房 
江燕花园原装电梯 南向看花园 有钥匙 业主诚心出,江燕花园,江燕路,3室1厅 ,97.23, 东南 西北 , 简装 ,15,2000, 塔楼,6, 2个月以前发布,3600000.0,"37,026元/平",近地铁 VR看装修 房本满两年 随时看房 
怡雅苑三期靓仔单位 东南向三房两卫户型 业主诚意卖房,怡雅苑(海珠),宝岗,3室2厅 ,115.83, 南 , 简装 ,24,2003, 塔楼,72, 3个月以前发布,5100000.0,"44,031元/平",近地铁 VR看装修 房本满五年 随时看房 
海洋雅苑，户型方正，望中山大学，条型瓷砖外墙,海洋雅苑,中大,2室1厅 ,60.33, 北 , 简装 ,9,1998, 塔楼,16, 2个月以前发布,2000000.0,"33,152元/平",近地铁 VR房源 房本满五年 随时看房 
江南新苑 北向一房 户型方正 直出阳台,江南新苑,新港西,1室1厅 ,61.54, 北 , 简装 ,30,2009, 塔楼,12, 5个月以前发布,3580000.0,"58,174元/平",VR看装修 房本满五年 随时看房 
满五年、三房两卫、视野开阔、业主诚心,可逸豪苑,宝岗,3室2厅 ,98.16, 北 , 简装 ,32,2010, 塔楼,3, 1个月以前发布,5350000.0,"54,503元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正 宝玉直 无占用 市二宫地铁200米 框架结构,同福东路,同福,2室1厅 ,71.21, 西南 , 简装 ,8,1980, 塔楼,36, 5个月以前发布,1388000.0,"19,492元/平",VR看装修 房本满五年 随时看房 
中高层南向一线江景房，三房带主套，太古仓旁边。,金碧湾,工业大道北,3室2厅 ,105.46, 西南 , 简装 ,32,2007, 塔楼,68, 3个月以前发布,6550000.0,"62,109元/平",近地铁 VR房源 房本满两年 随时看房 
中高层南向看花园 房子满五唯一 产权清晰无抵押,逸景翠园,广州大道南,4室2厅 ,125.01, 西南 , 简装 ,28,2005, 塔楼,13, 3个月以前发布,7500000.0,"59,996元/平",VR房源 房本满五年 随时看房 
光大花园 中海物业管理 8号线双地铁200米 望花园小区,光大花园,工业大道北,2室2厅 ,71.45, 北 , 简装 ,11,1998, 塔楼,32, 一年前发布,4000000.0,"55,984元/平",近地铁 VR看装修 房本满五年 随时看房 
下渡路 热门小区 中层两房 户型方正实用 各付各税,江景苑,滨江东,2室2厅 ,82.13, 北 , 简装 ,9,1997, 塔楼,70, 3个月以前发布,2700000.0,"32,875元/平",VR看装修 房本满五年 随时看房 
精装两房， 过五年非唯一  交通便利 通风采光好,凤凰新村,工业大道北,2室1厅 ,50.35, 南 , 精装 ,7,1987, 塔楼,285, 4个月以前发布,1380000.0,"27,409元/平",近地铁 VR房源 房本满五年 随时看房 
华乐苑 户型好 南向通风好 鹭江客村地铁,华乐苑,新港西,1室1厅 ,45.7, 南 , 简装 ,9,1999, 塔楼,19, 2个月以前发布,1450000.0,"31,729元/平",近地铁 VR房源 房本满五年 随时看房 
大三房带主套，朝南，满五唯一，光线好，户型棒,橡胶新村102号大院,沙园,3室2厅 ,86.11, 东南 , 其他 ,9,1999, 塔楼,6, 2个月以前发布,3270000.0,"37,975元/平",近地铁 VR看装修 房本满五年 随时看房 
南向一房一厅 鹭江和客村双地铁 出行方便,华乐苑,新港西,1室1厅 ,52.73, 南 , 精装 ,9,2003, 塔楼,5, 1个月以前发布,2510000.0,"47,601元/平",近地铁 VR看装修 房本满五年 随时看房 
大阳台，东南向高层四房，少有放盘,逸景翠园,广州大道南,4室2厅 ,123.96, 东南 , 精装 ,28,2005, 塔楼,107, 4个月以前发布,8130000.0,"65,586元/平",VR房源 房本满五年 随时看房 
芭堤水岸 电梯东南向两房 安静 户型方正,芭堤水岸,滨江东,2室1厅 ,87.52, 东南 , 精装 ,33,2007, 塔楼,4,31,5980000.0,"68,328元/平",VR房源 房本满两年 随时看房 
瑞宝花园 加装电梯楼 实用率高 楼层好！,瑞宝花园,东晓南,3室2厅 ,98.41, 东 , 简装 ,9,1998, 塔楼,11, 3个月以前发布,3350000.0,"34,042元/平",近地铁 VR看装修 房本满五年 随时看房 
中高层南向看花园 房子满五唯一 产权清晰无抵押,逸景翠园,广州大道南,4室2厅 ,125.01, 西南 , 简装 ,28,2005, 塔楼,13, 3个月以前发布,7500000.0,"59,996元/平",VR房源 房本满五年 随时看房 
南晓苑  电梯平层  正规大3房  带主套,南晓苑,新港西,3室1厅 ,82.13, 东 , 精装 ,9,1998, 塔楼,4, 1个月以前发布,2720000.0,"33,119元/平",VR看装修 房本满五年 随时看房 
户型方正 宝玉直 无占用 市二宫地铁200米 框架结构,同福东路,同福,2室1厅 ,71.21, 西南 , 简装 ,8,1980, 塔楼,36, 5个月以前发布,1388000.0,"19,492元/平",VR看装修 房本满五年 随时看房 
愉景南苑 两房 近地铁 方便看房,愉景南苑,新港西,2室1厅 ,81.11, 西 西北 , 精装 ,19,2002, 塔楼,4, 1个月以前发布,5000000.0,"61,645元/平",近地铁 VR房源 房本满五年 随时看房 
祈乐苑 2居室 诚意卖 业主承诺各付各税 随时看房,祈乐苑,中大,2室1厅 ,57.79, 东北 , 简装 ,9,1999, 塔楼,29, 7个月以前发布,2350000.0,"40,665元/平",VR房源 房本满五年 随时看房 
鸿运花园 电梯正规南向两房 采光通风好 看房方便,鸿运花园,赤岗,2室2厅 ,63.85, 南 , 简装 ,8,1995, 塔楼,8, 1个月以前发布,2860000.0,"44,793元/平",近地铁 VR看装修 房本满五年 随时看房 
嘉鸿花园 电梯两房 东南向 望花园安静,嘉鸿花园,东晓南,2室1厅 ,67.45, 东南 , 精装 ,12,1999, 塔楼,0, 1个月以前发布,2438000.0,"36,146元/平",近地铁 VR房源 房本满两年 随时看房 
房子满五唯一，省级，框架，高层视野好,昌岗中路,昌岗,2室1厅 ,57.16, 北 , 简装 ,9,1990, 塔楼,6, 2个月以前发布,1780000.0,"31,141元/平",VR看装修 房本满五年 随时看房 
怡乐路 单边位2房 近地铁  带约30方平台花园,怡乐路,中大,2室1厅 ,66.02, 东北 , 简装 ,8,1990, 塔楼,36, 6个月以前发布,2150000.0,"32,566元/平",VR看装修 房本满五年 随时看房 
江南西52方 电梯两房 东南向大院管理老人挚爱,龙田西街口机电宿舍,宝岗,2室1厅 ,52.0, 东 , 简装 ,8,1995, 塔楼,7, 5个月以前发布,1940000.0,"37,308元/平",近地铁 VR看装修 房本满五年 随时看房 
小区管理，楼龄较新净，罕有小户型，满5年且唯一,凤安花园,工业大道北,2室1厅 ,56.53, 北 西 , 简装 ,9,1998, 塔楼,2, 1个月以前发布,1720000.0,"30,427元/平",近地铁 VR看装修 房本满五年 随时看房 
叠彩园  高层南向  采光充足  实用率高,叠彩园,广州大道南,3室2厅 ,101.53, 南 , 简装 ,19,2002, 塔楼,18, 7个月以前发布,5480000.0,"53,975元/平",VR房源 房本满五年 随时看房 
门前大花园 此房满五年业主诚心放卖近市场近公园,素社新村,前进路,2室1厅 ,28.38, 西南 , 精装 ,8,1987, 塔楼,0,18,1060000.0,"37,351元/平",VR看装修 房本满五年 随时看房 
双线地铁 平层电梯两房 马赛克框架 方正实用 生活便利,江燕花园,江燕路,2室1厅 ,39.06, 西南 , 简装 ,9,1996, 塔楼,1,21,1430000.0,"36,611元/平",近地铁 VR房源 房本满五年 随时看房 
金碧花园第一金碧 2室1厅 东,金碧花园第一金碧,金碧,2室1厅 ,53.71, 东 , 其他 ,20,2000, 塔楼,3,24,2080000.0,"38,727元/平",近地铁 VR看装修 房本满五年 随时看房 
昌岗地铁大型小区东南向中层两房,南方花园,昌岗,2室1厅 ,56.53, 东南 , 精装 ,9,1998, 塔楼,4,22,2560000.0,"45,286元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯平层 满五唯一 七字转角位光线好  实用率高,素社新村,前进路,2室1厅 ,35.45, 西南 , 精装 ,8,1987, 塔楼,1,18,1380000.0,"38,929元/平",VR房源 房本满五年 随时看房 
南北对流 高层厅出阳台 采光通风好 满五,保利花园(海珠),工业大道中,3室2厅 ,88.39, 南 , 简装 ,11,2000, 板楼,19, 3个月以前发布,4780000.0,"54,079元/平",近地铁 VR看装修 房本满五年 随时看房 
保利花园 东南向 三房  满五 双阳台 通风  全明格局,保利花园(海珠),工业大道中,3室1厅 ,95.0, 东南 南 , 精装 ,18,2000, 板楼,5, 1个月以前发布,4820000.0,"50,737元/平",近地铁 VR房源 房本满五年 随时看房 
赤岗电梯2房1厅 户型方正东南向,赤岗二街3-7号,赤岗,2室1厅 ,72.85, 南 , 精装 ,9,1990, 塔楼,137, 6个月以前发布,2550000.0,"35,004元/平",VR房源 房本满五年 随时看房 
沙园地铁两房 菩提路小准电梯 南北对流 满五唯一,沙园,沙园,2室1厅 ,59.71, 南 东南 , 精装 ,9,2002, 塔楼,13, 2个月以前发布,1960000.0,"32,826元/平",近地铁 VR房源 房本满五年 随时看房 
江南西马赛克小区 中层 全明户型 满五年唯一 东南向,嘉丽苑,江南大道中,3室1厅 ,58.1, 东南 , 精装 ,9,1998, 塔楼,2, 1个月以前发布,2300000.0,"39,587元/平",VR看装修 房本满五年 随时看房 
满五唯一，南向经典小三房，近逸景站，四站琶洲,逸景翠园,广州大道南,3室1厅 ,80.32, 南 , 简装 ,12,2004, 塔楼,3, 2个月以前发布,4500000.0,"56,026元/平",VR房源 房本满五年 随时看房 
户型格局方正，南向望花园，客厅直出大阳台，采光好。,罗马家园,沥滘,1室1厅 ,53.26, 南 , 精装 ,15,2007, 塔楼,4,31,2100000.0,"39,282元/平",VR看装修 房本满五年 随时看房 
高层，南向三房 通风采光好 ，视野开阔 户型方正,雅郡花园,万胜围,3室2厅 ,104.95, 南 , 精装 ,12,2003, 塔楼,25, 3个月以前发布,6090000.0,"58,000元/平",近地铁 VR房源 房本满五年 随时看房 
精致装修 电梯中层近地铁 自住保养好 有心出手,万华花园,东晓南,3室1厅 ,99.79, 东北 , 精装 ,18,2005, 板楼,33, 5个月以前发布,4430000.0,"44,394元/平",VR房源 房本满五年 随时看房 
江南西 花园小区 地铁方便 南向 厅出阳台 拎包入住,嘉丽苑,江南大道中,3室2厅 ,69.42, 南 , 精装 ,9,1998, 塔楼,36, 2个月以前发布,2580000.0,"37,166元/平",VR房源 房本满五年 随时看房 
南华花园精装3房 证过5年唯一物业 南北对流看房随时,南华花园,新港西,3室1厅 ,82.59, 南 北 , 精装 ,23,2002, 塔楼,198, 5个月以前发布,2650000.0,"32,087元/平",VR房源 房本满五年 随时看房 
富景花园小高层小两房，有阳台户型方正,富景花园,新港西,2室1厅 ,39.56, 东 南 , 精装 ,11,1997, 塔楼,11, 6个月以前发布,1795000.0,"45,375元/平",近地铁 VR看装修 房本满两年 随时看房 
翠馨华庭 高层南向两房 过五年面重税,翠馨华庭,广州大道南,2室1厅 ,49.37, 南 , 精装 ,24,2003, 塔楼,46, 3个月以前发布,1880000.0,"38,080元/平",VR房源 房本满五年 随时看房 
成熟大型小区，晓港，昌岗双地铁，带私家大型花园,晓园新村晓园新,昌岗,3室1厅 ,71.3, 东南 , 精装 ,8,1990, 塔楼,5, 2个月以前发布,4680000.0,"65,639元/平",VR看装修 房本满两年 随时看房 
双地铁城区顶楼复式 小区电梯四房,晓燕湾,江燕路,4室1厅 ,118.99, 北 , 简装 ,10,1999, 塔楼,8, 1个月以前发布,4750000.0,"39,920元/平",近地铁 VR房源 房本满五年 
中高层，花园小区，一线望江，大阳台,花城湾畔,滨江中,3室2厅 ,134.56, 北 , 简装 ,35,2003, 塔楼,52, 4个月以前发布,8680000.0,"64,507元/平",VR房源 房本满五年 
海珠半岛 三房两卫东南向 门店优选房源 临江大花园,海珠半岛花园,滨江东,3室2厅 ,89.94, 东南 , 精装 ,31,1997, 塔楼,52, 9个月以前发布,5960000.0,"66,267元/平",VR房源 房本满五年 
