双地铁 临江物业 户型方正 装修新净,悦涛雅苑,黄埔区府,2室2厅 ,67.36, 北 , 精装 ,13,2000, 塔楼,0,6,2820000.0,"41,865元/平",近地铁 VR房源 房本满五年 随时看房 
全明格局，楼层好，视野宽阔，采光充足 ，免增值税,万科金色梦想,香雪,4室2厅 ,95.36, 北 , 精装 ,40,2015, 板塔结合,6, 2个月以前发布,3350000.0,"35,131元/平",VR房源 房本满两年 随时看房 
东荟城大两房，视野开阔，夜景看灯光秀，装修保养好,万科东荟城,香雪,2室2厅 ,76.16, 北 , 精装 ,33,2016, 塔楼,3, 3个月以前发布,2930000.0,"38,472元/平",VR看装修 房本满五年 随时看房 
万科黄埔仓 精装修 小户型复式,黄埔万科中心,文冲,2室1厅 ,38.8, 东 东南 , 精装 ,22,2016, 塔楼,2, 4个月以前发布,850000.0,"21,908元/平",近地铁 房本满五年 随时看房 
黄埔仓，复式两房，双钥匙，精装修,黄埔万科中心,文冲,2室0厅 ,50.85, 北 , 精装 ,22,2016, 塔楼,12, 2个月以前发布,920000.0,"18,093元/平",近地铁 房本满两年 
安静望小区花园，满五唯一 安静舒适 通风采光好,科城山庄峻森园,科学城,2室2厅 ,84.29, 东北 , 精装 ,18,2015, 塔楼,0,31,3300000.0,"39,118元/平",VR看装修 房本满五年 
业主诚心出，时代天韵一期。。。。。。。。,时代天韵,知识城,2室1厅 ,82.44, 北 , 精装 ,32,2016, 塔楼,0,20,2280000.0,"27,657元/平",近地铁 VR房源 房本满两年 
金梦2房刚需易上车，中高楼层通风采光好，户型方正，,万科金色梦想,香雪,2室1厅 ,64.93, 东 , 精装 ,34,2015, 板塔结合,0,27,2220000.0,"34,191元/平",VR房源 房本满两年 
黄埔区知识城时代天韵电梯中高层，采光视野好,时代天韵,知识城,2室2厅 ,86.56, 东北 , 精装 ,32,2016, 塔楼,72, 7个月以前发布,2160000.0,"24,954元/平",近地铁 VR看装修 房本满两年 随时看房 
龙光峰峰华庭两房，东南向，满五年，业主急卖,龙光峰景华庭,科学城,2室1厅 ,73.31, 南 , 简装 ,18,2009, 塔楼,37, 3个月以前发布,2090000.0,"28,463元/平",VR看装修 房本满五年 随时看房 
越秀物业舒适大两房 装修保养好，业主诚心卖,越秀岭南雅筑,香雪,2室2厅 ,82.17, 东北 , 简装 ,32,2013, 塔楼,24, 2个月以前发布,2050000.0,"24,949元/平",VR看装修 房本满两年 随时看房 
里享家 采光通风好 户型方正 看房方便 交通便捷,万科里享家,科学城,3室2厅 ,85.85, 南 , 精装 ,30,2017, 塔楼,36, 一年前发布,1850000.0,"21,550元/平",VR看装修 房本满两年 随时看房 
东荟城南北对流大3房，位置安静，保养好，诚意,万科东荟城,香雪,3室2厅 ,97.35, 南 北 , 精装 ,23,2015, 塔楼,32, 6个月以前发布,3780000.0,"38,829元/平",VR看装修 房本满五年 随时看房 
增值税可协商，业主诚心急卖，全新装修，拎包入住！,金碧世纪花园,大沙地,2室1厅 ,65.8, 南 , 精装 ,32,2006, 塔楼,72, 一年前发布,2990000.0,"45,441元/平",VR看装修 房本满两年 随时看房 
满五唯一不占户口随时入住小区中间安静舒适,万科东荟城,香雪,3室2厅 ,100.24, 南 , 精装 ,32,2016, 板塔结合,8, 2个月以前发布,4050000.0,"40,404元/平",VR看装修 房本满五年 随时看房 
万科金色梦想 南向三房 中间位置中高楼层 望花园包税,万科金色梦想,香雪,3室2厅 ,86.54, 西南 , 精装 ,34,2015, 板塔结合,17, 2个月以前发布,2920000.0,"33,742元/平",VR看装修 房本满两年 随时看房 
富域尚品居，精装修两房 北向望湖景、安静舒适,富域尚品居,夏园,2室1厅 ,56.91, 北 , 精装 ,15,2009, 塔楼,11, 2个月以前发布,1820000.0,"31,981元/平",VR看装修 房本满五年 
此房满五，业主诚心出* zhou边配套齐全 免增值税,万科幸福誉,知识城,3室2厅 ,87.83, 北 , 精装 ,26,2014, 板塔结合,17, 5个月以前发布,2530000.0,"28,806元/平",近地铁 VR看装修 房本满五年 
凯信东方华庭 2室2厅 东南,凯信东方华庭,开发东区,2室2厅 ,79.9, 东南 , 精装 ,17,2005, 塔楼,2, 1个月以前发布,1950000.0,"24,406元/平",近地铁 VR看装修 房本满五年 
此房满五年唯一税费少，中高楼层南向望公园采光通风好,宏康花园宏康和园,开发东区,3室1厅 ,93.92, 南 , 精装 ,15,2007, 塔楼,16, 4个月以前发布,2280000.0,"24,276元/平",VR房源 房本满五年 
宏康小筑 三房两厅两卫 小区安静,宏康小筑,科学城,3室2厅 ,88.07, 东北 , 精装 ,8,2015, 塔楼,6, 3个月以前发布,1400000.0,"15,897元/平",VR看装修 房本满两年 
岭南林语精装3房2卫 带车位 满五唯一 省税费,保利越秀岭南林语,科学城,3室2厅 ,102.22, 南 , 精装 ,32,2016, 塔楼,27, 一年前发布,3680000.0,"36,001元/平",VR看装修 房本满五年 
科城山庄南北对流，精装修，配套设施齐全，交通便利,科城山庄,科学城,4室2厅 ,144.43, 南 北 , 精装 ,12,2012, 塔楼,45, 6个月以前发布,5650000.0,"39,118元/平",近地铁 VR看装修 房本满五年 
万科金色悦府 精装南向大三房 中高楼层 视野好 近地铁,万科金色悦府,文冲,3室2厅 ,100.18, 东南 , 精装 ,31,2012, 塔楼,8, 3个月以前发布,4540000.0,"45,294元/平",近地铁 VR看装修 房本满两年 
富力悦禧 南向三房 看山景 视野无遮挡,富力悦禧花园,开发东区,3室2厅 ,87.2, 南 , 精装 ,33,2017, 塔楼,12, 3个月以前发布,2200000.0,"25,230元/平",VR看装修 房本满两年 
金梦95平三房，高楼层，视野开阔，采光好,万科金色梦想,香雪,3室2厅 ,95.86, 南 , 其他 ,32,2015, 板塔结合,19, 4个月以前发布,3300000.0,"34,426元/平",VR看装修 房本满两年 
龙光三房，满五唯一税费少，望花园安静无遮挡,龙光峰景华庭,科学城,3室2厅 ,94.0, 东北 , 精装 ,18,2009, 塔楼,39, 3个月以前发布,2600000.0,"27,660元/平",VR看装修 房本满五年 
5+7双地铁盘 中鼎君和名城 中楼层南向三房 看房方便,中鼎君和名城,黄埔区府,3室2厅 ,99.49, 南 , 精装 ,33,2015, 塔楼,15, 3个月以前发布,4440000.0,"44,551元/平",近地铁 VR看装修 房本满两年 
岭南林语满五大三房，南北对流，楼层好视野开阔,保利越秀岭南林语,科学城,3室2厅 ,117.5, 东南 , 精装 ,32,2016, 塔楼,8, 5个月以前发布,4250000.0,"36,171元/平",VR看装修 房本满五年 
万科城市花园  电梯精致两房  地铁五号线  采光好,万科城市花园,文冲,2室2厅 ,67.62, 南 北 , 简装 ,11,2005, 塔楼,13, 1个月以前发布,2790000.0,"41,176元/平",近地铁 VR看装修 房本满五年 
保利林语山庄 大三房 地铁6号线金峰站,保利林语山庄,科学城,3室2厅 ,109.98, 东北 , 精装 ,28,2008, 塔楼,8, 3个月以前发布,3660000.0,"33,192元/平",近地铁 VR看装修 房本满五年 
泰景花园 高层南向精装两房 户型好,泰景花园,黄埔区府,2室1厅 ,70.86, 南 , 精装 ,8,2006, 塔楼,66, 4个月以前发布,2480000.0,"34,915元/平",近地铁 VR房源 房本满两年 随时看房 
近地铁，近公交车，近商场，近菜市场，近公园。,富域尚品居,夏园,3室1厅 ,82.93, 南 , 简装 ,18,2009, 塔楼,9, 7个月以前发布,2480000.0,"29,905元/平",VR看装修 房本满五年 随时看房 
万科新里程北向三房，近地铁，配套成熟,万科新里程,科学城,3室1厅 ,88.81, 西北 , 精装 ,25,2009, 塔楼,83, 8个月以前发布,2990000.0,"33,601元/平",近地铁 VR看装修 房本满五年 随时看房 
满五非唯一 公立幼儿园 地铁在楼下,东港花园,文冲,2室1厅 ,73.84, 北 , 简装 ,11,2010, 塔楼,4, 2个月以前发布,2880000.0,"39,004元/平",近地铁 VR看装修 房本满五年 随时看房 
南岗地铁口 满五 地铁盘 户型方正东南向两房,富域尚品居,夏园,2室1厅 ,69.81, 东南 , 简装 ,15,2009, 塔楼,66, 5个月以前发布,2160000.0,"30,942元/平",VR房源 房本满五年 随时看房 
文冲地铁口两房，满五年，高层视野好,万科城市花园,文冲,2室1厅 ,80.25, 东北 , 精装 ,11,2003, 塔楼,48, 一年前发布,3310000.0,"41,176元/平",近地铁 VR看装修 房本满五年 随时看房 
万科里享家  舒适三房  南北对流  全新未入住,万科里享家,科学城,3室2厅 ,92.0, 南 , 精装 ,34,2017, 塔楼,45, 4个月以前发布,2100000.0,"22,827元/平",VR看装修 房本满两年 随时看房 
精装三房 欧式园林设计 位置安静 采光视野无遮挡,实地常春藤,科学城,3室2厅 ,90.08, 南 北 , 精装 ,33,2018, 塔楼,1, 1个月以前发布,2000000.0,"22,203元/平",VR看装修 房本满两年 随时看房 
保利爱特城 舒适大三房 南北对流 采光通风,越秀保利爱特城,香雪,3室2厅 ,99.21, 南 北 , 精装 ,18,2016, 塔楼,104, 9个月以前发布,2600000.0,"26,208元/平",VR看装修 房本满两年 随时看房 
精装三房，满五年唯一，交通方便。,保利香雪山花园,科学城,3室2厅 ,93.95, 北 , 精装 ,9,2009, 平房,66, 6个月以前发布,3730000.0,"39,596元/平",近地铁 VR看装修 房本满五年 随时看房 
年底满五，两个房房间朝西南，阳台朝西北。看房方便。,时代春树里,香雪,3室2厅 ,81.9, 北 , 精装 ,26,2016, 塔楼,6, 2个月以前发布,2630000.0,"32,113元/平",VR看装修 房本满两年 随时看房 
房子光线充足，精装修，保养好采光不错,万科山景城,科学城,2室1厅 ,65.2, 北 , 精装 ,34,2015, 塔楼,27, 7个月以前发布,2120000.0,"32,516元/平",VR房源 房本满两年 随时看房 
万科金色梦想 东南向温馨三房保养好 通风采光透亮,万科金色梦想,香雪,3室2厅 ,95.37, 东南 , 精装 ,34,2015, 板塔结合,74, 一年前发布,3180000.0,"33,344元/平",VR看装修 房本满两年 随时看房 
中海南苑2卫小三房，实用性高，南向高层，采光好,中海誉城南苑,香雪,3室2厅 ,92.44, 南 , 精装 ,33,2015, 塔楼,67, 8个月以前发布,3200000.0,"34,618元/平",VR房源 房本满两年 随时看房 
房子东南向看花园，户型动静分离，客厅南北对流通风,奥园香雪公馆,香雪,3室1厅 ,94.72, 南 北 , 精装 ,32,2017, 塔楼,17, 5个月以前发布,4200000.0,"44,342元/平",近地铁 VR看装修 房本满两年 随时看房 
实地常春藤 二期南向三房 看花园安静 近学府,实地常春藤,科学城,3室2厅 ,90.35, 南 北 , 精装 ,33,2017, 塔楼,5, 4个月以前发布,2100000.0,"23,243元/平",VR看装修 房本满两年 随时看房 
满五唯一大两房，电梯高层，光线好，视野开阔配套齐全,金隆园,大沙地,2室1厅 ,76.11, 南 北 , 精装 ,18,1999, 塔楼,36, 7个月以前发布,2450000.0,"32,191元/平",近地铁 VR看装修 房本满两年 随时看房 
东荟城大三房，装修保养好，很少住和新房一样，采光好,万科东荟城,香雪,3室2厅 ,100.56, 南 , 精装 ,33,2016, 塔楼,4, 1个月以前发布,3950000.0,"39,281元/平",VR看装修 房本满五年 随时看房 
房子满五省增值税，采光充足，视野好， 格局方正,万科金色悦府,文冲,3室2厅 ,85.59, 南 , 精装 ,31,2012, 塔楼,10, 3个月以前发布,3880000.0,"45,294元/平",近地铁 VR看装修 房本满五年 随时看房 
长洲岛 两房一厅 底楼层 格局方正 看房方便,梅园小区长洲路,长洲岛,2室1厅 ,56.42, 南 , 简装 ,4,2000, 塔楼,3, 1个月以前发布,1250000.0,"22,156元/平",VR看装修 房本满五年 随时看房 
黄埔花园 采光通风好 户型方正 配套成熟,黄埔花园,黄埔区府,2室2厅 ,81.97, 北 , 精装 ,30,2010, 塔楼,35, 一年前发布,3170000.0,"38,662元/平",近地铁 VR房源 房本满五年 随时看房 
降报368  满五唯一  南向高层,黄埔花园,黄埔区府,2室2厅 ,87.3, 南 , 简装 ,11,2004, 塔楼,70, 一年前发布,3380000.0,"38,662元/平",近地铁 VR房源 房本满五年 随时看房 
科城两房　中高楼层　视野采光好,科城山庄锦泽园,科学城,2室1厅 ,84.46, 北 , 精装 ,18,2015, 塔楼,1, 1个月以前发布,3310000.0,"39,118元/平",近地铁 VR看装修 房本满五年 随时看房 
里享家南向三房视野开阔，保养良好,万科里享家,科学城,3室1厅 ,78.54, 南 , 精装 ,34,2017, 塔楼,72, 一年前发布,1750000.0,"22,282元/平",VR房源 房本满两年 随时看房 
笋盘安静看花园 采光好，户型方正保养好近地铁口,广州绿地城,知识城,3室2厅 ,115.48, 南 , 精装 ,33,2017, 板塔结合,44, 3个月以前发布,2690000.0,"23,295元/平",VR看装修 房本满两年 随时看房 
泰景花园 南向单位  全新装修  全新未住  地铁五号线,泰景花园,黄埔区府,3室1厅 ,85.82, 南 , 精装 ,9,2009, 塔楼,27, 3个月以前发布,3000000.0,"34,915元/平",近地铁 VR房源 房本满五年 随时看房 
此房中层3房 业主诚心出 房子全新未入住过 通风采光好,越秀岭南山畔,科学城,3室2厅 ,97.61, 南 西南 , 精装 ,32,2014, 塔楼,74, 6个月以前发布,3150000.0,"32,175元/平",近地铁 VR看装修 房本满五年 
奥园春晓三房，诚心放卖，精心保养好，随时可看,奥园春晓,科学城,3室1厅 ,89.46, 北 , 精装 ,18,2014, 塔楼,33, 6个月以前发布,3000000.0,"33,535元/平",近地铁 VR看装修 房本满两年 
黄埔鱼珠片区满五南向刚需方正两房,骏鸿花园,黄埔区府,2室2厅 ,64.66, 南 , 精装 ,6,2005, 塔楼,38, 5个月以前发布,2180000.0,"33,715元/平",近地铁 VR房源 房本满五年 
金梦刚需小三房，满五唯一，省增值税和个税,万科金色梦想,香雪,3室1厅 ,77.03, 西北 , 精装 ,28,2014, 板塔结合,11, 4个月以前发布,2600000.0,"33,754元/平",VR看装修 房本满五年 
泰景花园工商局楼上  舒适三房  望小区园林  安静不吵,泰景花园,黄埔区府,3室1厅 ,80.8, 北 , 简装 ,8,2006, 塔楼,96, 5个月以前发布,2650000.0,"32,798元/平",近地铁 VR看装修 房本满五年 
满五不唯一高层  视野宽阔 装修好，正规两房,黄埔新村黄埔雅苑,黄埔区府,2室2厅 ,74.7, 北 , 简装 ,17,2004, 塔楼,7, 1个月以前发布,2060000.0,"27,544元/平",近地铁 VR房源 房本满五年 
黄埔区 实地常春藤 精装两房 高楼层 视野开阔 采光好,实地常春藤,科学城,2室1厅 ,71.43, 东北 , 精装 ,33,2018, 塔楼,9, 10个月以前发布,1580000.0,"22,120元/平",VR看装修 房本满两年 
黄埔花园 南向高层 望小区三房,黄埔花园,黄埔区府,3室2厅 ,87.9, 南 , 精装 ,16,2009, 塔楼,81, 5个月以前发布,3400000.0,"38,662元/平",近地铁 VR房源 房本满五年 
南向精装三房，楼下休闲运动广场 步行100米到学堂,怡园小区,大沙地,3室2厅 ,81.66, 南 , 简装 ,8,1992, 塔楼,126, 一年前发布,2690000.0,"32,942元/平",VR看装修 房本满五年 
时代春树里 采光好 交通便利户型实用免去入住各样麻烦,时代春树里,香雪,3室2厅 ,81.76, 东北 , 精装 ,34,2016, 塔楼,5, 4个月以前发布,2750000.0,"33,636元/平",VR看装修 房本满两年 
银丰花园   精装三房两卫  保养漂亮  地铁五号线,银丰花园,黄埔区府,3室2厅 ,85.13, 南 西 , 精装 ,9,1999, 塔楼,4, 1个月以前发布,2530000.0,"29,660元/平",近地铁 VR房源 房本满五年 
安静望别墅园 视野宽阔 采光好中高楼层,龙光峰景华庭,科学城,3室2厅 ,91.81, 东北 , 简装 ,18,2009, 塔楼,0, 2个月以前发布,2620000.0,"28,463元/平",VR看装修 房本满两年 
万科金色悦府  证过五年  装修保养好,万科金色悦府,文冲,3室2厅 ,82.69, 北 , 精装 ,31,2012, 塔楼,133, 8个月以前发布,3750000.0,"45,294元/平",近地铁 VR看装修 房本满五年 
保利林语山庄 大三房 地铁6号线金峰站,保利林语山庄,科学城,3室2厅 ,109.98, 东北 , 精装 ,28,2008, 塔楼,8, 3个月以前发布,3660000.0,"33,192元/平",近地铁 VR看装修 房本满五年 
黄埔雅苑 满五 方正电梯两房 安静 地铁近 产权清晰,黄埔新村黄埔雅苑,黄埔区府,2室1厅 ,75.29, 北 , 精装 ,11,2004, 塔楼,65, 4个月以前发布,2080000.0,"27,544元/平",近地铁 VR房源 房本满五年 
万科新里程南向3房 厅出阳台 格局方正 交通便利,万科新里程,科学城,3室2厅 ,90.2, 东南 南 , 简装 ,25,2009, 塔楼,4, 2个月以前发布,3040000.0,"33,601元/平",近地铁 VR看装修 房本满五年 
奥园香雪公馆 业主异地发展 婚房 保养好,奥园香雪公馆,香雪,4室2厅 ,121.9, 南 北 , 精装 ,32,2017, 塔楼,0, 1个月以前发布,6120000.0,"50,206元/平",近地铁 VR看装修 房本满两年 
交通便利 配套成熟 小区安静 环境好 空气清新,合景天峻广场,知识城,3室1厅 ,90.28, 南 , 精装 ,31,2019, 塔楼,187, 6个月以前发布,1300000.0,"14,400元/平",VR看装修 房本满两年 
凯信东方华庭，单边位，通风采光好。满五唯一仅需契税,凯信东方华庭,开发东区,2室2厅 ,79.9, 北 , 精装 ,17,2005, 塔楼,120, 10个月以前发布,1850000.0,"23,154元/平",近地铁 VR看装修 房本满五年 
丰乐小区 满五唯一 阳台4平未算入房产证上 电梯房,丰乐小区91号大院,大沙地,3室2厅 ,69.33, 南 北 东北 , 精装 ,8,1990, 塔楼,1, 1个月以前发布,2190000.0,"31,549元/平",近地铁 VR看装修 房本满五年 
过五年且唯一 既是临江又是13号线裕丰围站楼盘。,悦涛雅苑,黄埔区府,3室2厅 ,83.15, 东 西 , 精装 ,13,2000, 塔楼,2, 1个月以前发布,3400000.0,"40,890元/平",近地铁 VR房源 房本满五年 
宏康东筑高层两房，南向，满五唯一，视野开阔，急出手,宏康花园五期宏康东筑,开发东区,2室2厅 ,81.3, 东南 , 精装 ,20,2009, 塔楼,3, 1个月以前发布,1720000.0,"21,157元/平",VR看装修 房本满五年 
