该房子满五年 格局方正 南北对流,碧桂园豪进广场,白江,3室2厅 ,116.77, 南 北 , 毛坯 ,31,2016, 塔楼,0,11,2480000.0,"21,239元/平",近地铁 VR房源 房本满五年 随时看房 
城芯位置，一线江景，望湖高层270度，独梯独户，,创基丽江国际,增城区府,3室2厅 ,120.68, 东南 , 精装 ,30,2016, 塔楼,8, 4个月以前发布,2280000.0,"18,893元/平",VR看装修 房本满两年 随时看房 
新塘广场四房业主诚心放*格可谈,新塘广场,新塘南,4室2厅 ,166.31, 南 , 精装 ,29,2000, 塔楼,24, 一年前发布,1850000.0,"11,124元/平",VR看装修 房本满五年 随时看房 
免增值税，电梯房地铁口1.5公里，适合刚需人群,卫山北二路,新塘南,2室2厅 ,82.91, 北 , 精装 ,6,1995, 板楼,7, 3个月以前发布,860000.0,"10,373元/平",VR房源 房本满五年 随时看房 
锦绣天伦满五唯一高层南北对流户型方正业主自住保养好,敏捷锦绣天伦,新塘北,2室2厅 ,73.98, 北 , 精装 ,32,2014, 塔楼,28, 一年前发布,1450000.0,"19,600元/平",VR看装修 房本满五年 随时看房 
金地毛坯2房楼层好 望花园安静,金地香山湖,永和,2室2厅 ,82.89, 南 , 毛坯 ,31,2017, 塔楼,1, 7个月以前发布,900000.0,"10,858元/平",VR看装修 房本满两年 随时看房 
"优质地铁口三房,户型靓,这套房源，业主急出。",新都盛世名门,白江,3室2厅 ,101.61, 北 , 简装 ,30,2012, 塔楼,17, 5个月以前发布,2000000.0,"19,684元/平",近地铁 VR看装修 房本满五年 随时看房 
过五唯一，房子新 空间大 干净 景观楼层,碧桂园凤凰城凤锦苑,凤凰城,3室2厅 ,123.0, 东南 , 精装 ,26,2002, 塔楼,34, 2个月以前发布,2400000.0,"19,513元/平",VR看装修 房本满五年 随时看房 
东南向户型方望花园环境舒适温馨三房,恒大山水城,中新镇,3室1厅 ,100.12, 南 , 精装 ,18,2008, 板塔结合,26, 4个月以前发布,1478000.0,"14,763元/平",VR看装修 房本满五年 随时看房 
金泽豪庭 精装三房 格局方正 望小区花园,金泽豪庭,白江,3室2厅 ,87.95, 南 , 精装 ,32,2016, 塔楼,6, 3个月以前发布,1700000.0,"19,330元/平",近地铁 VR看装修 房本满两年 随时看房 
对流户型，入户阳台，近地铁大四房三卫,群星新邨,白江,4室2厅 ,180.94, 东 西 , 毛坯 ,28,2012, 塔楼,28, 4个月以前发布,2280000.0,"12,601元/平",近地铁 VR房源 房本满两年 随时看房 
地铁口热门小区锦绣天伦，诚心卖大三房，假格非 常笋,敏捷锦绣天伦,新塘北,3室1厅 ,99.68, 东南 , 精装 ,32,2014, 塔楼,6, 3个月以前发布,1850000.0,"18,560元/平",VR看装修 房本满五年 随时看房 
地铁口中森茗苑精装三房两卫满五 保养好,中森茗苑,新塘北,3室1厅 ,88.79, 南 西南 , 精装 ,17,2015, 塔楼,23, 8个月以前发布,1500000.0,"16,894元/平",VR看装修 房本满五年 随时看房 
东方名都复式多功能户型 交通便利，居住舒服，毛坯,东方名都,白江,4室2厅 ,144.39, 西北 西南 , 毛坯 ,29,2013, 塔楼,3, 3个月以前发布,2490000.0,"17,245元/平",近地铁 VR房源 房本满两年 随时看房 
新塘沙村地铁口86平方三房，精装修，中间位置,尚东阳光雅苑,沙村,3室1厅 ,86.84, 南 , 精装 ,25,2018, 塔楼,5, 7个月以前发布,1700000.0,"19,577元/平",VR看装修 房本满两年 随时看房 
南向三房 中楼层 采光通风好 中间位置 全新装修未入住,群星花园,新塘南,3室2厅 ,83.1, 南 , 精装 ,8,2003, 板楼,98, 7个月以前发布,1050000.0,"12,636元/平",VR看装修 房本满两年 随时看房 
金泽华庭 三房两卫 住家舒适 配套完善 生活便利,金泽华庭,新塘南,3室2厅 ,134.43, 北 , 精装 ,32,2009, 塔楼,0, 2个月以前发布,1735000.0,"12,907元/平",VR看装修 房本满五年 随时看房 
满五唯一  两个房间窗户朝南 采光通风好,锦绣新天地,新塘南,2室1厅 ,82.32, 北 , 简装 ,16,2010, 塔楼,75, 10个月以前发布,1200000.0,"14,578元/平",VR看装修 房本满五年 随时看房 
此房南向带主套，高楼层，业主住过一周，做了定制。,碧桂园豪园林湖苑,增城碧桂园,3室2厅 ,106.91, 南 西南 , 精装 ,22,2015, 塔楼,40, 一年前发布,1380000.0,"12,909元/平",VR房源 房本满五年 随时看房 
"地铁口,东南向户型,楼层佳无遮挡,全新装修家电齐全",侨建御溪谷南区,中新镇,3室2厅 ,98.26, 东南 , 精装 ,10,2017, 板塔结合,65, 7个月以前发布,1660000.0,"16,894元/平",近地铁 VR看装修 房本满两年 随时看房 
此房满五年税费低，三开间朝南 阳光充足,金泽豪庭,白江,3室1厅 ,114.73, 东南 , 精装 ,27,2009, 塔楼,24, 4个月以前发布,2020000.0,"17,607元/平",近地铁 VR房源 房本满五年 随时看房 
现代城市花园三房  产权满五年  出行方便,现代城市花园,新塘北,3室2厅 ,119.87, 南 , 简装 ,18,2006, 塔楼,67, 11个月以前发布,1860000.0,"15,517元/平",近地铁 VR房源 房本满五年 随时看房 
莱茵花园 三房两厅两卫 南北对流 中高楼层望花园,敏捷莱茵花园,荔城增江,3室2厅 ,128.01, 南 北 , 其他 ,32,2010, 塔楼,0, 7个月以前发布,1670000.0,"13,046元/平",VR看装修 房本满五年 随时看房 
金地香山湖99.77方  南向安静望园林,金地香山湖,永和,3室2厅 ,99.77, 南 , 毛坯 ,33,2018, 塔楼,20, 一年前发布,1080000.0,"10,825元/平",VR看装修 房本满两年 随时看房 
亚太银座地铁口满五 舒适2房 中高楼层安静无遮挡,亚太新城亚太银座一期,新塘北,2室1厅 ,89.26, 南 , 精装 ,17,2013, 板楼,97, 一年前发布,1570000.0,"17,590元/平",近地铁 VR看装修 房本满五年 随时看房 
南向大三房，过五唯一税费低，高层采光好,敏捷锦绣天伦,新塘北,3室1厅 ,110.42, 西南 , 精装 ,33,2014, 塔楼,5, 3个月以前发布,2180000.0,"19,743元/平",VR房源 房本满五年 随时看房 
满五唯一！中间楼层！随时可以看房，可谈！,碧桂园城市花园花岸苑,朱村,3室1厅 ,95.26, 北 , 毛坯 ,26,2016, 板塔结合,4, 1个月以前发布,1350000.0,"14,172元/平",VR房源 房本满五年 随时看房 
仁安花园 朱村站 通勤便捷 花园式小区 居住舒适,仁安花园,朱村,3室1厅 ,130.13, 南 , 毛坯 ,9,2017, 塔楼,10, 2个月以前发布,1580000.0,"12,142元/平",近地铁 VR看装修 房本满两年 随时看房 
近地铁 新世界花园 保养好 视野好 满五,新塘新世界花园万象苑,沙村,2室1厅 ,84.66, 北 , 精装 ,16,2009, 塔楼,32, 4个月以前发布,1680000.0,"19,845元/平",近地铁 VR房源 房本满五年 随时看房 
临白江地铁  满五唯一税少   精装南向小2房 带露台,水电广场,白江,2室1厅 ,52.57, 南 , 精装 ,23,2015, 塔楼,41, 3个月以前发布,850000.0,"16,169元/平",VR房源 房本满五年 随时看房 
收楼标准，中高楼层，视野开阔，采光充足，交通便利。,保利平方花园,永和,3室2厅 ,73.43, 北 , 简装 ,32,2019, 塔楼,6, 7个月以前发布,1150000.0,"15,662元/平",VR看装修 房本满两年 随时看房 
凤凰城 三房 带 大花园 精装 满五年,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,96.16, 北 , 精装 ,18,2002, 塔楼,1, 3个月以前发布,1920000.0,"19,967元/平",VR看装修 房本满五年 随时看房 
"出*：富雅都市华庭 3房2厅精装修,全新未住",富雅都市华庭,新塘北,3室2厅 ,92.16, 北 , 精装 ,11,2014, 塔楼,69, 一年前发布,1500000.0,"16,277元/平",VR看装修 房本满五年 随时看房 
凤馨苑满五唯一税费低 户型实用 交通便利,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,93.97, 北 , 精装 ,6,2002, 塔楼,53, 6个月以前发布,1430000.0,"15,218元/平",VR看装修 房本满五年 随时看房 
满五无抵押，近地铁绿化高，中间楼层视野好，配套齐全,新塘新世界花园嘉华苑,沙村,2室1厅 ,78.4, 北 , 精装 ,7,2004, 塔楼,17, 2个月以前发布,1190000.0,"15,179元/平",VR房源 房本满五年 随时看房 
三房双卫户型实用，满五唯一省税费  附带车位,碧桂园凤凰城凤馨苑,凤凰城,3室1厅 ,92.78, 北 , 简装 ,18,2002, 塔楼,19, 5个月以前发布,1540000.0,"16,599元/平",VR看装修 房本满五年 随时看房 
满五年省税，无按揭，中间楼层精装修望花园，配套成熟,金泽豪庭,白江,2室1厅 ,82.73, 南 北 , 精装 ,27,2009, 塔楼,56, 3个月以前发布,1540000.0,"18,615元/平",近地铁 VR房源 房本满五年 随时看房 
保利i立方，中高楼层，采光通好,保利i立方,永和,4室2厅 ,91.19, 北 , 精装 ,17,2018, 暂无数据,40, 一年前发布,1580000.0,"17,327元/平",VR房源 房本满两年 随时看房 
业主包增值税，新塘TOD，地铁口，南向两房，楼龄新,时尚广场,新塘北,2室2厅 ,82.45, 南 , 精装 ,31,2017, 塔楼,52, 5个月以前发布,1700000.0,"20,619元/平",近地铁 VR看装修 房本满两年 随时看房 
高层南向！户型方正实用！证够五年！无增值税！,保利东江首府,新塘南,3室1厅 ,120.36, 南 , 简装 ,32,2012, 塔楼,4, 3个月以前发布,2380000.0,"19,775元/平",VR看装修 房本满五年 随时看房 
此房过5年唯一，东南，配套齐全，交通方便，,汇美体育花园,新塘北,3室1厅 ,124.45, 南 , 精装 ,24,2007, 塔楼,2, 2个月以前发布,1670000.0,"13,420元/平",VR看装修 房本满五年 随时看房 
对流户型通风效果好，满五唯一省税费,碧桂园凤凰城凤妍苑,凤凰城,3室2厅 ,94.53, 北 , 简装 ,17,2002, 塔楼,47, 5个月以前发布,1450000.0,"15,340元/平",VR看装修 房本满五年 随时看房 
好房子 好户型 好位置 好物业 好楼层 保养好 看房方便,碧桂园凤凰城凤馨苑,凤凰城,3室1厅 ,97.81, 南 , 精装 ,18,2002, 塔楼,2, 2个月以前发布,1720000.0,"17,586元/平",VR房源 房本满五年 随时看房 
地铁13号线新塘站.群星新邨二房,群星新邨,白江,3室2厅 ,84.74, 北 , 简装 ,21,2012, 塔楼,84, 4个月以前发布,1380000.0,"16,286元/平",近地铁 VR看装修 房本满两年 随时看房 
白江地铁口宏城汇中高层往凯达尔，三房户型好,新都盛世名门宏城汇,白江,3室2厅 ,92.73, 南 , 精装 ,22,2012, 塔楼,9, 1个月以前发布,1700000.0,"18,333元/平",VR看装修 房本满两年 随时看房 
满五唯一  两个房间窗户朝南 采光通风好,锦绣新天地,新塘南,2室1厅 ,82.32, 北 , 简装 ,16,2010, 塔楼,75, 10个月以前发布,1200000.0,"14,578元/平",VR看装修 房本满五年 随时看房 
沙村次新房，高层南向三房，横厅采光面广,合汇学府名郡,白江,3室1厅 ,112.71, 南 北 , 其他 ,32,2018, 板塔结合,31, 4个月以前发布,1850000.0,"16,414元/平",VR看装修 房本满两年 随时看房 
群星花园 南向望花园安静 业主包增值税,群星花园,新塘南,3室2厅 ,123.35, 南 , 简装 ,8,2003, 板楼,19, 2个月以前发布,1180000.0,"9,567元/平",VR看装修 房本满两年 随时看房 
"地铁口,东南向户型,楼层佳无遮挡,全新装修家电齐全",侨建御溪谷南区,中新镇,3室2厅 ,98.26, 东南 , 精装 ,10,2017, 板塔结合,65, 7个月以前发布,1660000.0,"16,894元/平",近地铁 VR看装修 房本满两年 随时看房 
新塘沙村地铁口86平方三房，精装修，中间位置,尚东阳光雅苑,沙村,3室1厅 ,86.84, 南 , 精装 ,25,2018, 塔楼,5, 7个月以前发布,1700000.0,"19,577元/平",VR看装修 房本满两年 随时看房 
东方名都复式多功能户型 交通便利，居住舒服，毛坯,东方名都,白江,4室2厅 ,144.39, 西北 西南 , 毛坯 ,29,2013, 塔楼,3, 3个月以前发布,2490000.0,"17,245元/平",近地铁 VR房源 房本满两年 随时看房 
南向三房 中楼层 采光通风好 中间位置 全新装修未入住,群星花园,新塘南,3室2厅 ,83.1, 南 , 精装 ,8,2003, 板楼,98, 7个月以前发布,1050000.0,"12,636元/平",VR看装修 房本满两年 随时看房 
此房南向带主套，高楼层，业主住过一周，做了定制。,碧桂园豪园林湖苑,增城碧桂园,3室2厅 ,106.91, 南 西南 , 精装 ,22,2015, 塔楼,40, 一年前发布,1380000.0,"12,909元/平",VR房源 房本满五年 随时看房 
此房满五年税费低，三开间朝南 阳光充足,金泽豪庭,白江,3室1厅 ,114.73, 东南 , 精装 ,27,2009, 塔楼,24, 4个月以前发布,2020000.0,"17,607元/平",近地铁 VR房源 房本满五年 随时看房 
莱茵花园 三房两厅两卫 南北对流 中高楼层望花园,敏捷莱茵花园,荔城增江,3室2厅 ,128.01, 南 北 , 其他 ,32,2010, 塔楼,0, 7个月以前发布,1670000.0,"13,046元/平",VR看装修 房本满五年 随时看房 
临白江地铁  满五唯一税少   精装南向小2房 带露台,水电广场,白江,2室1厅 ,52.57, 南 , 精装 ,23,2015, 塔楼,41, 3个月以前发布,850000.0,"16,169元/平",VR房源 房本满五年 随时看房 
"出*：富雅都市华庭 3房2厅精装修,全新未住",富雅都市华庭,新塘北,3室2厅 ,92.16, 北 , 精装 ,11,2014, 塔楼,69, 一年前发布,1500000.0,"16,277元/平",VR看装修 房本满五年 随时看房 
绿湖南北对流大三房 户型通透方正中楼层 采光好望花园,广州敏捷绿湖首府三期,石滩镇,3室2厅 ,116.95, 西南 , 精装 ,32,2019, 暂无数据,13, 10个月以前发布,1230000.0,"10,518元/平",VR看装修 房本满两年 随时看房 
金地香山湖99.77方  南向安静望园林,金地香山湖,永和,3室2厅 ,99.77, 南 , 毛坯 ,33,2018, 塔楼,20, 一年前发布,1080000.0,"10,825元/平",VR看装修 房本满两年 随时看房 
收楼标准，中高楼层，视野开阔，采光充足，交通便利。,保利平方花园,永和,3室2厅 ,73.43, 北 , 简装 ,32,2019, 塔楼,6, 7个月以前发布,1150000.0,"15,662元/平",VR看装修 房本满两年 随时看房 
此房满5唯一东南向，视野开阔，小区环境好,金地荔湖城公园上城,永和,2室1厅 ,79.0, 东 南 , 精装 ,29,2014, 板楼,10, 3个月以前发布,850000.0,"10,760元/平",VR房源 房本满五年 随时看房 
舒适电梯两房 全新未住 采光充足 户型方正,景新豪苑,新塘北,2室1厅 ,62.95, 北 , 精装 ,11,2016, 塔楼,78, 6个月以前发布,980000.0,"15,568元/平",VR看装修 房本满两年 随时看房 
9000多每平买电梯南向大三房带120方露台 近地铁,广发大厦,新塘南,3室2厅 ,123.41, 南 , 精装 ,12,2000, 塔楼,19, 7个月以前发布,1180000.0,"9,562元/平",VR看装修 房本满五年 随时看房 
金凤皇庭 4室2厅 西南,金凤皇庭,荔城增江,4室2厅 ,154.62, 西南 , 其他 ,18,2013, 塔楼,1, 3个月以前发布,1850000.0,"11,965元/平",VR看装修 房本满五年 
满五年税费低   配套完善  视野开阔  近地铁,锦绣御景国际一期,荔城西区,2室1厅 ,111.8, 北 , 精装 ,18,2011, 塔楼,0,26,1580000.0,"14,133元/平",VR看装修 房本满五年 
凤晴东向好房，看别墅视野好，楼层稍微低一点,碧桂园凤凰城凤晴苑,凤凰城,1室0厅 ,52.39, 东 , 简装 ,28,2014, 塔楼,2,23,730000.0,"13,934元/平",VR看装修 房本满两年 
凤馨三房两卫，小区教育资源旁边，高楼层视野，好安静,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,97.81, 南 , 简装 ,18,2002, 塔楼,1,17,1880000.0,"19,221元/平",VR看装修 房本满五年 
凤凰名苑南向精装三房 全新未住过 诚心放卖,碧桂园凤凰城凤凰名苑,凤凰城,3室2厅 ,110.0, 南 , 其他 ,32,2017, 塔楼,2, 2个月以前发布,2150000.0,"19,546元/平",VR看装修 房本满两年 随时看房 
金地香山湖 3室2厅 南,金地香山湖,永和,3室2厅 ,99.77, 南 , 精装 ,33,2018, 塔楼,0, 1个月以前发布,1270000.0,"12,730元/平",VR看装修 房本满两年 随时看房 
誉山三房 南北对流 中高楼层 装修漂亮 业主诚心卖,合景誉山国际,永和,3室2厅 ,85.67, 南 北 , 精装 ,18,2016, 塔楼,1, 1个月以前发布,1200000.0,"14,008元/平",VR看装修 房本满两年 随时看房 
绿湖/交通便利/环境优美/视野开阔,广州敏捷绿湖首府三期,石滩镇,3室2厅 ,113.83, 西南 南 , 精装 ,32,2018, 塔楼,0, 7个月以前发布,1240000.0,"10,894元/平",VR看装修 房本满两年 随时看房 
翡翠次新房，房况原版原漆精品房况，视野开阔3房,翡翠绿洲森林半岛,凤凰城,3室2厅 ,97.72, 北 , 精装 ,12,2016, 塔楼,34, 一年前发布,1850000.0,"18,932元/平",VR看装修 房本满两年 随时看房 
业主急卖!  凤凰城高楼层，视野宽阔的次新房 带车位！,碧桂园凤凰城凤荔苑,凤凰城,2室1厅 ,77.16, 北 , 精装 ,29,2018, 塔楼,39, 10个月以前发布,1450000.0,"18,793元/平",VR看装修 房本满两年 随时看房 
此房满五年带车位，保养好，视野寛广,碧桂园凤凰城凤馨苑,凤凰城,3室2厅 ,97.64, 南 , 简装 ,18,2002, 塔楼,1, 4个月以前发布,1580000.0,"16,182元/平",VR看装修 房本满五年 随时看房 
碧桂园城市花园漫绿苑 3室1厅 东南,碧桂园城市花园漫绿苑,朱村,3室1厅 ,94.0, 东南 , 其他 ,24,2017, 板塔结合,0, 9个月以前发布,1450000.0,"15,426元/平",VR房源 房本满两年 随时看房 
房子满5年，采光好房屋温馨，拎包即住。,汇东国际花园,白江,3室1厅 ,88.82, 东南 , 精装 ,17,2012, 塔楼,9, 4个月以前发布,1780000.0,"20,041元/平",VR看装修 房本满五年 随时看房 
顺欣花园三期 次新房 81平三房 高层看开发区,顺欣花园,新塘北,3室2厅 ,81.0, 东北 , 精装 ,28,2018, 塔楼,4, 1个月以前发布,1530000.0,"18,889元/平",VR看装修 房本满两年 随时看房 
锦绣半山洋房出*，近增城广场，*达，东汇城,锦绣半山御景,荔城西区,3室2厅 ,123.21, 东南 , 毛坯 ,14,2012, 塔楼,0, 一年前发布,1380000.0,"11,201元/平",VR看装修 房本满五年 随时看房 
近地铁，满五年，装修保养好，包家私家电，拎包入住,新塘新世界花园万象苑,沙村,2室1厅 ,84.34, 北 , 精装 ,18,2009, 塔楼,12, 2个月以前发布,1650000.0,"19,564元/平",近地铁 VR看装修 房本满五年 随时看房 
时代廊桥花园，小3房包增值税，全新未住，望花园！,增城时代廊桥,永和,3室2厅 ,81.29, 北 , 精装 ,33,2017, 塔楼,5, 5个月以前发布,1300000.0,"15,993元/平",VR看装修 房本满两年 随时看房 
