南北通透双阳台！一线瞰湖！看房方便,南沙奥园,南沙湾,3室1厅 ,134.16, 南 北 , 精装 ,11,2012, 塔楼,0,5,2050000.0,"15,281元/平",VR房源 房本满两年 随时看房 
业主急出满五唯一无增值税金洲新天地海韵兰庭南向两房,广晟海韵兰庭,进港大道,2室1厅 ,79.74, 南 , 毛坯 ,18,2012, 塔楼,0,12,1600000.0,"20,066元/平",VR房源 房本满五年 随时看房 
南沙湾地铁口800米楼盘，过五的小三房，税费低,晴海岸,南沙湾,3室2厅 ,85.72, 西南 , 精装 ,18,2015, 塔楼,0,10,1950000.0,"22,749元/平",近地铁 VR房源 房本满五年 随时看房 
优山悦海 3室2厅 南,优山悦海,南沙港,3室2厅 ,119.7, 南 , 其他 ,18,2013, 塔楼,0,8,3150000.0,"26,316元/平",近地铁 VR看装修 房本满五年 
南沙万地雅涛阁 3室1厅 东南,南沙万地雅涛阁,万顷沙,3室1厅 ,106.7, 东南 , 精装 ,17,2016, 塔楼,0,5,1900000.0,"17,807元/平",VR房源 房本满两年 
龙光北区 南北对流三房 望蕉门河景 户型方正 免重税,龙光棕榈水岸北区,南沙区府,3室2厅 ,108.5, 南 北 , 精装 ,17,2010, 塔楼,1,16,2580000.0,"23,779元/平",VR看装修 房本满两年 
越秀滨海隽城 3室1厅 东南,越秀滨海隽城,金洲,3室1厅 ,95.14, 东南 , 精装 ,18,2012, 塔楼,0,3,3200000.0,"33,635元/平",VR房源 房本满五年 
"区府板块,少有的板楼，精装舒适大三房，南北对流",万科府前一号,南沙区府,3室1厅 ,119.54, 南 , 精装 ,11,2014, 板楼,0,16,3500000.0,"29,279元/平",VR看装修 房本满五年 
万科南方公元 2室2厅 北,万科南方公元,黄阁,2室2厅 ,71.81, 北 , 其他 ,28,2017, 塔楼,0,3,1650000.0,"22,978元/平",VR看装修 房本满两年 
很通风，满五年，采光好，业主诚心出,龙光棕榈水岸南区,南沙区府,3室2厅 ,112.79, 南 , 精装 ,18,2013, 板塔结合,0,10,2830000.0,"25,091元/平",VR看装修 房本满五年 
区府板块 3房2卫  蕉门河景 地理位置好,龙光棕榈水岸北区,南沙区府,3室2厅 ,114.79, 东南 , 精装 ,17,2014, 塔楼,0,6,2980000.0,"25,961元/平",近地铁 VR房源 房本满五年 
碧桂园天玺湾 3室1厅 南,碧桂园天玺湾,进港大道,3室1厅 ,103.94, 南 , 其他 ,18,2014, 板塔结合,1,5,2650000.0,"25,496元/平",VR房源 房本满两年 
碧桂园天玺湾南向望湖三房，满五，执信中小 学旁,碧桂园天玺湾,进港大道,3室1厅 ,93.07, 东南 南 , 其他 ,30,2014, 板塔结合,1,4,2480000.0,"26,647元/平",VR房源 房本满五年 
地铁口，交通方便，户型方正，采光通透，中楼层,越秀滨海隽城,金洲,3室1厅 ,123.96, 南 北 , 精装 ,16,2012, 塔楼,0,6,3480000.0,"28,074元/平",VR房源 房本满五年 
时代长岛 3室2厅 北,时代长岛,进港大道,3室2厅 ,107.24, 北 , 精装 ,29,2016, 塔楼,0,4,1950000.0,"18,184元/平",VR房源 房本满五年 
逸涛半岛 4室2厅 南,逸涛半岛,进港大道,4室2厅 ,116.11, 南 , 其他 ,2, 板楼 , 独栋别墅 ,0,13,6100000.0,"52,537元/平",VR房源 房本满五年 
全新精装三房两厅一厨一卫。望江户型,南沙金茂湾,明珠湾,3室2厅 ,86.41, 东南 , 精装 ,18,2017, 塔楼,9, 一年前发布,1950000.0,"22,567元/平",房本满两年 随时看房 
全新高层精装三房两厅一厨一卫。可望江,南沙金茂湾,明珠湾,3室2厅 ,86.41, 东南 , 精装 ,18,2017, 塔楼,16, 一年前发布,1960000.0,"22,683元/平",房本满两年 随时看房 
南沙金茂湾CBD半岛地块，南北通透户型,南沙金茂湾,明珠湾,4室2厅 ,169.75, 南 北 , 毛坯 ,32,2017, 塔楼,61, 一年前发布,6780000.0,"39,942元/平",VR看装修 房本满两年 随时看房 
南沙金茂湾CBD半岛地块，南北通透户型,南沙金茂湾,明珠湾,4室2厅 ,169.75, 南 北 , 毛坯 ,32,2017, 塔楼,40, 一年前发布,7000000.0,"41,238元/平",VR看装修 房本满两年 随时看房 
精装四房，户型朝南，采光好，保养好。,南沙碧桂园,金洲,4室2厅 ,152.96, 南 , 精装 ,11,2007, 板塔结合,26, 一年前发布,2600000.0,"16,998元/平",VR看装修 房本满五年 随时看房 
金茂湾  南向通风  一线江景 安静舒适,南沙金茂湾,明珠湾,3室2厅 ,123.64, 南 , 毛坯 ,38,2017, 塔楼,40, 一年前发布,4550000.0,"36,801元/平",VR看装修 房本满两年 随时看房 
南沙中芯，配套成熟，南向望园林,南沙城,金洲,2室2厅 ,81.73, 东南 南 , 简装 ,18,2013, 塔楼,86, 5个月以前发布,1050000.0,"12,848元/平",房本满五年 随时看房 
急急急创鸿嘉园全新大三房中高楼层视野开阔采光好,创鸿嘉园,金洲,3室2厅 ,133.3, 南 , 精装 ,31,2013, 塔楼,0, 1个月以前发布,3750000.0,"28,133元/平",VR看装修 房本满五年 随时看房 
满五唯一，南向，三房两卫，保养好,南沙碧桂园,金洲,3室1厅 ,90.4, 南 , 精装 ,5,2007, 板塔结合,0,29,1698000.0,"18,784元/平",VR房源 房本满五年 随时看房 
双阳台 南北对流三房 随时可以看房,越秀滨海隽城,金洲,3室1厅 ,117.24, 南 , 精装 ,18,2012, 塔楼,0,26,3050000.0,"26,016元/平",VR看装修 房本满五年 随时看房 
时代长岛 3室1厅 北,时代长岛,进港大道,3室1厅 ,107.36, 北 , 其他 ,19,2016, 塔楼,0,26,2250000.0,"20,958元/平",VR房源 房本满两年 随时看房 
南沙保利城 3室2厅 东南,南沙保利城,黄阁,3室2厅 ,104.62, 东南 , 其他 ,31,2017, 塔楼,0,22,2198000.0,"21,010元/平",VR看装修 房本满两年 随时看房 
南沙保利城 3室2厅 东南,南沙保利城,黄阁,3室2厅 ,104.62, 东南 , 其他 ,31,2017, 塔楼,0,22,2198000.0,"21,010元/平",VR看装修 房本满两年 随时看房 
丰庭花园 2室2厅 南,丰庭花园,金洲,2室2厅 ,80.95, 南 , 其他 ,11,2005, 板楼,0,24,1790000.0,"22,113元/平",VR看装修 房本满五年 随时看房 
金洲地铁口创鸿嘉园满五唯一高层南向南北对流户型四房,创鸿嘉园,金洲,4室1厅 ,142.0, 南 , 毛坯 ,31,2013, 塔楼,0,18,3400000.0,"23,944元/平",VR房源 房本满五年 随时看房 
保利星海小镇 4室3厅 南 北,保利星海小镇,榄核镇,4室3厅 ,147.21, 南 北 , 毛坯 ,1, 塔楼 , 叠拼别墅 ,1, 1个月以前发布,5300000.0,"36,003元/平",VR房源 房本满两年 随时看房 
锦江苑二期 3室2厅 东北,锦江苑二期,大岗镇,3室2厅 ,87.21, 东北 , 其他 ,7,2000, 塔楼,1,30,980000.0,"11,238元/平",VR房源 房本满五年 随时看房 
此房全新未入住，两梯四户低密度，户型方正采光好,叠翠峰,南沙区府,3室2厅 ,89.27, 东北 , 其他 ,16,2018, 塔楼,0,29,2830000.0,"31,702元/平",近地铁 VR看装修 房本满两年 随时看房 
地铁口大三房高楼层，小区环境好，业主诚意放卖！,创鸿嘉园,金洲,3室2厅 ,129.55, 东南 , 毛坯 ,31,2013, 塔楼,1,31,2830000.0,"21,845元/平",VR看装修 房本满五年 随时看房 
阳光城丽景湾 3室1厅 南,阳光城丽景湾,进港大道,3室1厅 ,109.67, 南 , 其他 ,30,2017, 塔楼,0,23,2400000.0,"21,884元/平",VR房源 房本满两年 随时看房 
碧桂园蜜柚南北对流单边位包增值税,碧桂园蜜柚,进港大道,3室2厅 ,88.0, 南 北 , 精装 ,27,2018, 塔楼,0,30,2080000.0,"23,637元/平",VR看装修 房本满两年 随时看房 
小区配套成熟，地铁口，近综合体，生活交通便利,丰庭花园,金洲,3室1厅 ,89.98, 北 , 精装 ,11,2005, 板楼,8,21,1600000.0,"17,782元/平",VR房源 房本满两年 随时看房 
满五 南向 三开间朝南 大阳台 适合刚需,南沙碧桂园,金洲,2室1厅 ,90.15, 南 , 精装 ,18,2007, 板塔结合,2,18,1600000.0,"17,749元/平",VR房源 房本满五年 随时看房 
碧桂园蜜柚 3室2厅 南,碧桂园蜜柚,进港大道,3室2厅 ,98.67, 南 , 其他 ,27,2018, 塔楼,0,29,2710000.0,"27,466元/平",VR看装修 房本满两年 
碧桂园豪庭别墅大花园出行方便业主诚心放卖,南沙碧桂园豪庭,金洲,5室2厅 ,359.58, 南 北 , 毛坯 ,3, 塔楼 , 双拼别墅 ,0, 1个月以前发布,9950000.0,"27,672元/平",近地铁 VR房源 房本满五年 
看蕉门河两岸景观带的五房，紧依儿童公园，环境好宜居,阳光城丽景湾,进港大道,5室2厅 ,197.0, 西北 , 其他 ,28,2017, 塔楼,2,28,4500000.0,"22,843元/平",VR房源 房本满两年 
该套别墅为是联排别墅单边位别墅  随时过户,龙光棕榈水岸南区,南沙区府,5室2厅 ,356.35, 南 北 , 毛坯 ,3,2013, 板塔结合,1,18,10000000.0,"28,063元/平",VR房源 房本满两年 
满五唯一，南向望小区，楼栋间距大，视野好,凯德新玥,榄核镇,2室1厅 ,76.93, 南 , 精装 ,32,2015, 塔楼,0,26,1250000.0,"16,249元/平",VR看装修 房本满五年 
时代南湾联排别墅带室外花园，业主诚意放卖,时代南湾,南沙港,7室3厅 ,287.92, 东南 南 北 , 毛坯 ,3, 板塔结合 , 双拼别墅 ,0,29,18000000.0,"62,518元/平",VR房源 房本满五年 
时代南湾南向海景4房2卫  满五省税,时代南湾,南沙港,4室2厅 ,124.0, 南 北 , 精装 ,26,2012, 板塔结合,5, 一年前发布,3600000.0,"29,033元/平",VR看装修 房本满五年 随时看房 
南沙独有资源，388方大平层，4代同堂可居住,碧桂园天玺湾,进港大道,5室2厅 ,387.92, 东南 西北 , 其他 ,26,2014, 板塔结合,7, 7个月以前发布,10600000.0,"27,326元/平",VR房源 房本满两年 随时看房 
星河丹堤南北对流毛坯三房中楼层,广州星河丹堤,金洲,4室2厅 ,159.99, 南 , 毛坯 ,18,2019, 塔楼,26, 9个月以前发布,3680000.0,"23,002元/平",VR看装修 房本满两年 随时看房 
南沙珠光御景 邻金洲地铁站 南北对流大四房 看房方便,珠光南沙御景,金洲,4室2厅 ,145.17, 南 , 简装 ,6,2008, 板塔结合,254, 一年前发布,2270000.0,"15,637元/平",VR看装修 房本满五年 随时看房 
优山悦海 精装三房 户型格局方正 钥匙在手随时看房,优山悦海,南沙港,3室1厅 ,119.11, 南 , 其他 ,18,2013, 塔楼,4, 10个月以前发布,2690000.0,"22,585元/平",近地铁 VR看装修 房本满五年 随时看房 
时代南湾 4室2厅 东南,时代南湾,南沙港,4室2厅 ,178.01, 东南 , 其他 ,32,2015, 板塔结合,14, 一年前发布,4500000.0,"25,280元/平",VR看装修 房本满五年 随时看房 
南沙境界家园 5室1厅 南,南沙境界家园,黄阁,5室1厅 ,141.6, 南 , 精装 ,27,2013, 板塔结合,0, 1个月以前发布,3160000.0,"22,317元/平",VR看装修 房本满五年 随时看房 
南沙境界 实用四房  中楼层 视野好 诚心放卖,南沙境界家园,黄阁,4室1厅 ,140.0, 南 北 , 毛坯 ,27,2013, 板塔结合,12, 一年前发布,2900000.0,"20,715元/平",VR看装修 房本满五年 随时看房 
南向大四房 高层望蕉门河景 品质物业,南沙金茂湾,明珠湾,4室2厅 ,169.75, 东南 , 毛坯 ,32,2017, 塔楼,6, 7个月以前发布,6180000.0,"36,407元/平",VR房源 房本满两年 随时看房 
全新精装 中层看花园 东边套 南向双主套设计 阔绰空间,越秀滨海珺城,明珠湾,4室1厅 ,166.24, 南 , 其他 ,26,2014, 塔楼,0, 6个月以前发布,4600000.0,"27,671元/平",近地铁 VR看装修 房本满五年 随时看房 
碧桂园天玺湾  天墅  看湖看海  随时看房,碧桂园天玺湾,进港大道,6室2厅 ,355.67, 东南 , 毛坯 ,26,2014, 板塔结合,171, 一年前发布,10800000.0,"30,366元/平",VR房源 房本满两年 随时看房 
房子户型好，采光好，小区配套完善，交通便利,南沙滨海花园,明珠湾,5室2厅 ,192.0, 东南 , 毛坯 ,2,2009, 板塔结合,39, 一年前发布,12650000.0,"65,886元/平",VR房源 房本满五年 随时看房 
业主诚心卖的看中*格还可以谈采光充足朝南视野宽阔，,龙光棕榈水岸南区,南沙区府,6室2厅 ,392.0, 南 , 毛坯 ,3,2013, 板塔结合,13, 一年前发布,14800000.0,"37,756元/平",VR房源 房本满五年 随时看房 
南沙奥园复式住宅 南北通透  带地下室 实用面积大,南沙奥园,南沙湾,6室2厅 ,326.86, 南 北 , 毛坯 ,16,2012, 塔楼,101, 11个月以前发布,3900000.0,"11,932元/平",近地铁 VR房源 房本满两年 随时看房 
海力花园主干道进港大道，小区环境好交通便利视野开阔,海力花园,进港大道,3室2厅 ,112.45, 东南 , 毛坯 ,11,2012, 塔楼,0,14,2120000.0,"18,853元/平",VR看装修 房本满五年 随时看房 
海璟奥园 3室2厅 南,海璟奥园,金洲,3室2厅 ,130.41, 南 , 毛坯 ,18,2011, 塔楼,0,16,2800000.0,"21,471元/平",VR看装修 房本满五年 随时看房 
丰庭稀有户型，南北对流三房两卫诚心卖,丰庭花园,金洲,3室1厅 ,93.8, 南 北 , 精装 ,15,2005, 板楼,0,24,1900000.0,"20,256元/平",VR房源 房本满五年 
南沙万达广场 1室1厅 南,南沙万达广场,金洲,1室1厅 ,63.43, 南 , 精装 ,26,2017, 塔楼,0, 1个月以前发布,630000.0,"9,933元/平",近地铁 房本满五年 随时看房 
办公用，户型好，出租自用都可，交通方便,南沙万达广场,金洲,1室1厅 ,39.52, 北 , 精装 ,29,2017, 塔楼,2,26,380000.0,"9,616元/平",房本满两年 随时看房 
南沙碧桂园 六米阳光大复式 带楼顶大阁楼 两个大阳台,南沙碧桂园,金洲,5室2厅 ,364.74, 东南 , 精装 ,18,2007, 平房,15, 6个月以前发布,9900000.0,"27,143元/平",VR房源 房本满五年 
南沙境界独栋别墅，南北对流光线好，所在小区位置安静,南沙境界家园,黄阁,7室2厅 ,365.83, 南 北 , 精装 ,3,2007, 塔楼,6, 7个月以前发布,12800000.0,"34,989元/平",VR房源 房本满五年 
南沙湾东苑 7室2厅 东南,南沙湾东苑,南沙港,7室2厅 ,229.14, 东南 , 其他 ,30,2018, 板塔结合,26, 一年前发布,9000000.0,"39,278元/平",近地铁 VR房源 房本满两年 
南沙奥园 5室2厅 南,南沙奥园,南沙湾,5室2厅 ,278.52, 南 , 其他 ,9,2012, 塔楼,12, 一年前发布,4680000.0,"16,804元/平",VR房源 房本满两年 
南沙区府旁联排别墅产权清晰 大花园 有车位,龙光棕榈水岸南区,南沙区府,5室2厅 ,263.68, 南 , 毛坯 ,3,2013, 板塔结合,139, 9个月以前发布,6300000.0,"23,893元/平",VR房源 房本满五年 
此房证过两年，通风好，背山望湖望海，保养得很好,时代南湾,南沙港,4室2厅 ,182.29, 东南 , 精装 ,32,2015, 板塔结合,44, 一年前发布,5500000.0,"30,172元/平",VR看装修 房本满五年 
此房满二，南向别墅 装修保养好 顶楼可看湖看海,碧桂园天玺湾,进港大道,4室3厅 ,350.84, 东南 , 其他 ,3,2014, 板塔结合,236, 一年前发布,12000000.0,"34,204元/平",VR房源 房本满两年 
奥园复式住宅，南北通透，额外有地下室，使用面积很大,南沙奥园,南沙湾,6室1厅 ,326.86, 南 北 , 其他 ,16,2012, 塔楼,112, 一年前发布,4100000.0,"12,544元/平",近地铁 VR房源 房本满五年 
天玺湾联排别墅 小区环境优美 交通便利,碧桂园天玺湾,进港大道,5室3厅 ,350.0, 东 , 精装 ,3,2014, 板塔结合,61, 一年前发布,8500000.0,"24,286元/平",VR房源 房本满五年 
星河丹堤 南向四房两卫 带16㎡入户花园 俯瞰整个花园,广州星河丹堤,金洲,4室1厅 ,183.28, 南 , 毛坯 ,6,2019, 塔楼,86, 一年前发布,4520000.0,"24,662元/平",VR房源 房本满五年 
"广州越秀地产，出则繁华,入则宁静",越秀滨海隽城,金洲,4室2厅 ,148.34, 东南 , 其他 ,16,2012, 塔楼,44, 一年前发布,4010000.0,"27,033元/平",VR看装修 房本满五年 
南沙奥园山顶别墅 传世之作 五代同堂的乐园,南沙奥园,南沙湾,5室2厅 ,745.72, 东南 , 其他 ,1, 塔楼 , 独栋别墅 ,32, 一年前发布,40000000.0,"53,640元/平",VR房源 房本满五年 
星河丹堤 黄山鲁森林公园  自带地下室,广州星河丹堤,金洲,5室5厅 ,370.3, 南 北 , 毛坯 ,3,2004, 塔楼,43, 一年前发布,9800000.0,"26,466元/平",VR房源 房本满五年 
珺城大两房，东向看园林，毛坯可按自己喜好装修,越秀滨海珺城,明珠湾,2室1厅 ,88.59, 东 , 其他 ,28,2011, 塔楼,0,11,2250000.0,"25,398元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正，无欠款，大面积，连排别墅,时代南湾,南沙港,4室2厅 ,220.0, 东南 , 其他 ,3, 板塔结合 , 联排别墅 ,9, 一年前发布,8450000.0,"38,410元/平",VR房源 房本满五年 
时代南湾 4室1厅 东南 西南,时代南湾,南沙港,4室1厅 ,173.13, 东南 西南 , 精装 ,24,2012, 板塔结合,4, 3个月以前发布,3890000.0,"22,469元/平",VR房源 房本满五年 
此房屋格局好，中高楼层，宽敞明亮，视野开阔没有遮挡,海璟奥园,金洲,4室2厅 ,181.45, 南 北 , 毛坯 ,25,2011, 塔楼,0,8,3600000.0,"19,841元/平",VR看装修 房本满五年 
凯德新玥 3室1厅 南,凯德新玥,榄核镇,3室1厅 ,89.42, 南 , 其他 ,26,2015, 塔楼,0,2,1490000.0,"16,663元/平",VR看装修 房本满两年 
时代南湾 4室2厅 东北,时代南湾,南沙港,4室2厅 ,123.13, 东北 , 其他 ,32,2012, 板塔结合,0,2,3180000.0,"25,827元/平",VR房源 房本满五年 
业主诚意出*，房子户型方正，采光好，刚需首 选上车盘,南沙心意华庭,金洲,3室2厅 ,81.27, 北 , 精装 ,18,2016, 板塔结合,0,3,1850000.0,"22,764元/平",近地铁 VR看装修 房本满两年 
南沙金茂湾 1室1厅 北,南沙金茂湾,明珠湾,1室1厅 ,39.54, 北 , 精装 ,26,2016, 板塔结合,0,6,660000.0,"16,692元/平",房本满两年 随时看房 
证过五年 双阳台 对流 户型通透  采光好,碧桂园天玺湾,进港大道,5室1厅 ,357.16, 南 北 , 精装 ,3,2014, 板塔结合,0,26,16000000.0,"44,798元/平",VR房源 房本满五年 
茗荔雅苑 6室2厅 南,茗荔雅苑,金洲,6室2厅 ,492.65, 南 , 其他 ,3, 板塔结合 , 联排别墅 ,0,18,17000000.0,"34,508元/平",VR房源 房本满五年 
时代云图 刚需三房两卫 高楼层 视野开阔 采光杠杠滴,广州时代云图,金洲,3室1厅 ,93.1, 南 , 精装 ,26,2016, 塔楼,0, 1个月以前发布,2700000.0,"29,002元/平",VR房源 房本满五年 随时看房 
广州星河丹堤 3室2厅 南 北,广州星河丹堤,金洲,3室2厅 ,144.56, 南 北 , 其他 ,13,2015, 塔楼,0,24,4200000.0,"29,054元/平",VR看装修 房本满两年 随时看房 
时代南湾精装修三房 证满五年 湖光山色 通透采光好,时代南湾,南沙港,3室2厅 ,119.65, 东 , 精装 ,32,2013, 板塔结合,0,26,2950000.0,"24,656元/平",VR房源 房本满五年 随时看房 
