珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期,珠江新城东,4室2厅 ,154.26, 南 北 , 精装 ,27,2017, 塔楼,84, 7个月以前发布,22800000.0,"147,803元/平",近地铁 VR看装修 房本满两年 随时看房 
暨南花园精装修 西南向望珠城 采光视野上佳,暨南花园,石牌,2室2厅 ,89.0, 西南 , 精装 ,28,1997, 塔楼,3,27,5600000.0,"62,922元/平",VR看装修 房本满五年 随时看房 
太古汇旁 隆德大厦 电梯大二房二阳台 业主诚心放盘,隆德大厦,体育中心,2室1厅 ,82.02, 东北 , 精装 ,30,2006, 塔楼,0,28,5880000.0,"71,690元/平",近地铁 VR房源 房本满五年 随时看房 
六运小区 户型方正 两房一厅 东向 安静舒适,六运小区,天河南,2室1厅 ,66.21, 东 , 简装 ,8,1993, 塔楼,3,29,3600000.0,"54,373元/平",近地铁 VR看装修 房本满五年 随时看房 
南北对流小三房，安静望花园，读公立幼儿园,骏景花园,棠下,3室2厅 ,80.59, 北 , 简装 ,10,2000, 塔楼,0,24,4190000.0,"51,878元/平",VR看装修 房本满五年 随时看房 
天朗明居 实用2房 安静舒适 带大阳台 采光好 户型好,富力天朗明居,棠下,2室1厅 ,63.7, 西南 , 简装 ,26,2004, 塔楼,4,22,3240000.0,"50,725元/平",近地铁 VR房源 房本满两年 随时看房 
视野开阔 楼下就是公园 安静不吵不邻街,华翠街小区,天河公园,2室1厅 ,69.3, 北 , 简装 ,9,1996, 塔楼,1,21,3400000.0,"49,063元/平",VR看装修 房本满五年 随时看房 
近地铁 可装电梯 全明飞机户型  装修保养好,棠德花苑,棠下,2室1厅 ,56.63, 西北 , 其他 ,9,1997, 塔楼,0,8,2050000.0,"36,200元/平",近地铁 VR看装修 房本满五年 
东圃广场三期 南向三房 精装即住，有钥匙方便看房,东圃广场,东圃,3室2厅 ,91.5, 南 , 精装 ,17,2002, 塔楼,11, 3个月以前发布,3480000.0,"37,985元/平",近地铁 VR看装修 房本满五年 随时看房 
天鹅花苑电梯新装修三房，中高楼层，双阳台采光通风好,天鹅花苑,长兴,3室1厅 ,78.18, 北 , 精装 ,9,2003, 塔楼,25, 一年前发布,3150000.0,"40,292元/平",近地铁 VR看装修 房本满五年 随时看房 
"珠城上车盘,满五唯一,全新壕华装修,景观视野赞",跑马地花园,珠江新城东,5室2厅 ,183.86, 北 , 精装 ,32,1999, 塔楼,33, 4个月以前发布,7470000.0,"40,584元/平",近地铁 VR房源 房本满五年 随时看房 
过五年不唯一 楼层好 视野开阔 采光充足 诚心卖,东圃广场,东圃,3室1厅 ,76.38, 东 , 简装 ,12,1999, 塔楼,28, 一年前发布,2910000.0,"37,985元/平",近地铁 VR看装修 房本满五年 随时看房 
南向单边位小高层 双大阳台 位置安静 近地铁 满五唯一,保利林海山庄,龙洞,3室2厅 ,95.16, 南 , 精装 ,9,2009, 塔楼,71, 6个月以前发布,5300000.0,"55,696元/平",近地铁 VR看装修 房本满五年 随时看房 
珠江新城 跑马地花园 婚房精装修 业主工作调动包税卖,跑马地花园三期,珠江新城东,2室1厅 ,74.6, 东 , 精装 ,33,2006, 塔楼,48, 一年前发布,3030000.0,"40,584元/平",近地铁 VR看装修 房本满两年 随时看房 
纯南向 户型方正 安静舒适 精装修,华景新城华景里,华景新城,3室1厅 ,104.6, 东南 , 精装 ,31,2010, 塔楼,32, 3个月以前发布,5850000.0,"55,854元/平",VR房源 房本满五年 随时看房 
房子满五唯一，装修保养好，户型实用大3房，交通方便,纵横花园,东圃,3室1厅 ,82.17, 北 , 精装 ,9,2002, 塔楼,142, 11个月以前发布,2480000.0,"30,182元/平",VR看装修 房本满五年 随时看房 
水利学院 南向三房 厅出阳台 安静舒适,水利电力学院,天润路,3室2厅 ,66.8, 南 , 精装 ,8,1999, 塔楼,19, 11个月以前发布,4300000.0,"64,372元/平",VR看装修 房本满五年 随时看房 
六运小区 电梯高层 南向四房 地铁口200米 安静采光好,六运小区,天河南,4室1厅 ,95.0, 南 , 简装 ,9,1992, 塔楼,6, 1个月以前发布,6100000.0,"64,211元/平",近地铁 VR看装修 房本满五年 随时看房 
双地铁 小区三房中层 格局方正 采光好 满五年,侨翠苑,沙河,3室1厅 ,94.64, 南 , 简装 ,9,1994, 塔楼,6, 4个月以前发布,2660000.0,"28,107元/平",近地铁 VR看装修 房本满五年 随时看房 
侨翠苑精装修三房  交通便利  大院管理  过五年,侨翠苑,沙河,3室1厅 ,48.31, 南 , 精装 ,9,1992, 塔楼,45, 一年前发布,1310000.0,"27,117元/平",近地铁 VR房源 房本满五年 随时看房 
格局方正大三房 交通便利 满五年  南北通透 电梯房,天河直街小区,体育中心,3室1厅 ,93.64, 南 北 , 简装 ,9,1990, 塔楼,2, 6个月以前发布,4950000.0,"52,863元/平",近地铁 VR看装修 房本满五年 随时看房 
顶层复式空间大 视野开阔，通透采光  配套成熟带天台,珠江太阳城广场,珠江新城东,5室2厅 ,281.92, 东 , 精装 ,30,2009, 塔楼,61, 一年前发布,25300000.0,"89,742元/平",VR房源 房本满五年 随时看房 
房子已经满两年，景观好，视野开阔，南向望江,兰亭盛荟,东圃,3室2厅 ,100.41, 南 , 简装 ,33,2018, 塔楼,43, 5个月以前发布,5520000.0,"54,920元/平",近地铁 VR看装修 房本满两年 随时看房 
两房 满五年  出租高 出行便利,勤天E品上馆,天河公园,2室1厅 ,66.69, 北 , 精装 ,19,2007, 塔楼,17, 5个月以前发布,2900000.0,"43,485元/平",VR房源 房本满五年 随时看房 
棠德花园低层两房 满五唯一 南北通透 采光视野好,棠德花苑,棠下,2室1厅 ,55.54, 南 北 , 简装 ,10,1997, 塔楼,181, 一年前发布,1720000.0,"30,969元/平",近地铁 VR看装修 房本满五年 随时看房 
燕塘大院 2室1厅 南,燕塘大院,燕塘,2室1厅 ,59.41, 南 , 简装 ,6,1998, 板楼,2, 1个月以前发布,2100000.0,"35,348元/平",近地铁 VR看装修 房本满五年 随时看房 
南天广场 证满五年 高层两房改三房 视野开阔 采光明亮,南天广场,珠江新城西,3室1厅 ,86.93, 东北 , 精装 ,33,1997, 塔楼,14, 3个月以前发布,4390000.0,"50,453元/平",近地铁 VR看装修 房本满五年 随时看房 
天河公园旁 品质小区 南向带双阳台小三房 交通便利,粤韵庭园,天河公园,3室1厅 ,77.9, 南 , 简装 ,12,2003, 塔楼,9, 1个月以前发布,4380000.0,"56,226元/平",近地铁 VR房源 房本满五年 随时看房 
春江花园 新出两房 业主诚心卖 包增值税 看房方便,春江花园,棠下,2室1厅 ,85.78, 东北 , 简装 ,18,2003, 塔楼,132, 2个月以前发布,3730000.0,"43,484元/平",近地铁 VR看装修 房本满两年 随时看房 
天河区龙口西 南向大两房，采光好，双阳台，电梯楼,龙口东路,龙口东,2室2厅 ,74.25, 北 , 精装 ,8,1999, 塔楼,0, 2个月以前发布,4250000.0,"57,240元/平",近地铁 VR看装修 房本满五年 随时看房 
天河公园地铁口精装修原装电梯两房，看天河公园景观,第四十四中学教工宿舍,员村,2室1厅 ,70.02, 北 , 精装 ,11,2000, 塔楼,60, 3个月以前发布,3500000.0,"49,986元/平",VR看装修 房本满五年 随时看房 
天河区 天平架地铁口 2004年电梯南向三房 一梯两户,云山翠苑,沙太南,3室2厅 ,96.52, 东南 北 , 简装 ,9,2004, 塔楼,10, 2个月以前发布,3870000.0,"40,096元/平",近地铁 VR看装修 房本满五年 随时看房 
豪景花园 东南向望花园 安静采光好 少有放盘 业主急卖,豪景花园,沙河,2室1厅 ,83.24, 南 , 简装 ,19,2007, 塔楼,5, 1个月以前发布,2920000.0,"35,080元/平",VR房源 房本满五年 随时看房 
天河北 ，省委大道宿舍，三房商品房,广州大道省府宿舍,体育中心,3室2厅 ,91.72, 南 , 简装 ,9,1998, 塔楼,10, 4个月以前发布,5250000.0,"57,240元/平",VR看装修 房本满五年 随时看房 
正南向两居室，中高楼层，满五年,中山大学第六附属医院宿舍,员村,2室1厅 ,66.73, 南 , 简装 ,8,1989, 塔楼,27, 一年前发布,2380000.0,"35,667元/平",近地铁 VR看装修 房本满五年 随时看房 
交警宿舍方正大三房  通风采光好 视野开阔,交警宿舍,天河公园,3室2厅 ,101.66, 东 西 , 简装 ,9,1999, 塔楼,79, 5个月以前发布,3600000.0,"35,413元/平",近地铁 VR房源 房本满五年 随时看房 
信华经理人家园   满五唯一免个税    产权清晰,信华经理人家园,华景新城,3室2厅 ,113.31, 东北 , 简装 ,31,2002, 塔楼,1, 2个月以前发布,6330000.0,"55,854元/平",VR看装修 房本满五年 随时看房 
南北对流三房，太古汇旁，电梯三房，实用，,天河东远洋宿舍,体育中心,3室2厅 ,93.24, 南 , 精装 ,8,1997, 塔楼,6, 1个月以前发布,6300000.0,"67,568元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯三房使用率高达9成 方正实用 厅出阳台,天寿路,天润路,3室2厅 ,105.08, 东 南 , 简装 ,12,2000, 板楼,57, 一年前发布,6180000.0,"58,813元/平",VR看装修 房本满五年 随时看房 
天河北南粤阁 原装电梯 此房满五 交通便利 正宗三房,南粤阁,林和,3室1厅 ,90.33, 南 北 , 精装 ,30,1998, 塔楼,134, 8个月以前发布,5860000.0,"64,874元/平",近地铁 VR看装修 房本满五年 随时看房 
交通便利，保养新净，高层视野景观好,星汇云锦,珠江新城西,2室2厅 ,98.73, 东南 , 精装 ,45,2010, 塔楼,52, 9个月以前发布,6930000.0,"70,103元/平",近地铁 VR看装修 房本满五年 随时看房 
荟雅苑 华阳 满五年 三房两卫 东南,荟雅苑,林和,3室2厅 ,112.1, 南 , 简装 ,31,2000, 塔楼,5, 1个月以前发布,9380000.0,"83,676元/平",近地铁 VR看装修 房本满五年 随时看房 
陶然庭苑 南向正规三房 安静看花园 中层视野好,华景新城陶然庭苑,华景新城,3室2厅 ,92.18, 南 , 精装 ,35,2007, 塔楼,15, 2个月以前发布,5150000.0,"55,854元/平",VR房源 房本满五年 随时看房 
华景新城华门阁499！你没听错，不是梦!,华景新城华门阁,华景新城,3室1厅 ,109.0, 东北 , 简装 ,9,1999, 塔楼,143, 一年前发布,4990000.0,"45,780元/平",VR房源 房本满五年 随时看房 
金融城板块 满五唯一物业 省重税 业主诚心卖,富力天朗明居,棠下,3室2厅 ,104.7, 西南 , 简装 ,26,2004, 塔楼,265, 6个月以前发布,5320000.0,"50,725元/平",近地铁 VR房源 房本满五年 随时看房 
珠城东区 金碧华府 三房 高层东南向 望江望花园,金碧华府,珠江新城东,3室2厅 ,146.15, 东南 , 精装 ,33,2004, 塔楼,12, 2个月以前发布,19800000.0,"135,478元/平",近地铁 VR看装修 房本满五年 随时看房 
17楼南向望花园、1800VV诚心放卖，接受面谈，只为成交,保利心语花园,珠江新城中,3室2厅 ,107.76, 南 , 精装 ,32,2009, 板塔结合,296, 3个月以前发布,10450000.0,"96,957元/平",近地铁 VR看装修 房本满五年 随时看房 
此房满五，正规三房，安静舒适，视野宽阔，采光充足,建丽花园,长兴,3室1厅 ,109.56, 东 , 精装 ,11,2005, 塔楼,25, 一年前发布,4380000.0,"39,979元/平",VR房源 房本满五年 随时看房 
大院管理，电梯房，南向，安静，视野好，满五年楼龄新,物资局大院,沙河,2室1厅 ,75.77, 南 北 , 精装 ,9,1999, 板楼,20, 一年前发布,2870000.0,"37,878元/平",近地铁 VR看装修 房本满五年 随时看房 
安静不吵 业主诚心卖 南向两房 中高楼层,富力天朗明居,棠下,2室1厅 ,59.11, 南 , 简装 ,18,2002, 塔楼,27, 7个月以前发布,3000000.0,"50,725元/平",近地铁 VR房源 房本满两年 随时看房 
天河公园电梯三房两卫 满五 户型方正  配套齐全,迪生苑,天河公园,3室2厅 ,82.04, 北 东北 , 精装 ,9,1998, 塔楼,17, 6个月以前发布,4080000.0,"49,732元/平",近地铁 VR房源 房本满五年 随时看房 
天河山庄 正规三房 采光视野好,天河山庄,沙河,3室2厅 ,84.98, 东北 , 简装 ,7,1996, 塔楼,43, 6个月以前发布,2580000.0,"30,361元/平",VR房源 房本满五年 随时看房 
天河北 金田花园三期 东南向三房 户型方正 采光好,金田花苑,天润路,3室2厅 ,140.12, 东南 南 , 简装 ,25,2005, 塔楼,17, 5个月以前发布,8530000.0,"60,821元/平",VR房源 房本满五年 随时看房 
车陂金融城，棠德花园 刚需好房推荐，业主换房急卖,棠德花苑,棠下,2室1厅 ,59.74, 南 北 , 简装 ,9,1997, 板塔结合,45, 3个月以前发布,1690000.0,"28,290元/平",VR看装修 房本满五年 随时看房 
昌乐园方正两房采光通风交通便利,昌乐园,员村,2室1厅 ,64.19, 东南 , 简装 ,7,1994, 塔楼,9, 6个月以前发布,2580000.0,"40,194元/平",近地铁 VR房源 房本满五年 随时看房 
房子带一个平台 房子采光好 户型方正,华建小区,天河公园,3室2厅 ,91.79, 东北 , 简装 ,17,2001, 塔楼,126, 一年前发布,4660000.0,"50,769元/平",VR看装修 房本满五年 随时看房 
公路局大院电梯二房 小区安静 户型方正 读书方便,公路局大院,沙河,2室1厅 ,73.21, 南 , 简装 ,9,1990, 塔楼,99, 一年前发布,2320000.0,"31,690元/平",近地铁 VR看装修 房本满五年 随时看房 
江景正南向两房 满五年 视野开阔 景观好 安静舒适,美林海岸花园,员村,2室2厅 ,79.19, 南 , 精装 ,12,2004, 塔楼,30, 7个月以前发布,6850000.0,"86,501元/平",VR看装修 房本满五年 随时看房 
天河北大三房，业主诚心南向，中高层视野开阔,华标广场,天润路,3室2厅 ,109.46, 东南 , 精装 ,30,2003, 塔楼,39, 5个月以前发布,9600000.0,"87,704元/平",近地铁 VR房源 房本满两年 随时看房 
天河北苑原装电梯两房 各付各税 近地铁 通风采光好,天河北苑,沙太南,2室1厅 ,66.18, 西北 , 精装 ,11,2004, 塔楼,127, 6个月以前发布,2450000.0,"37,021元/平",近地铁 VR看装修 房本满两年 随时看房 
华景新城 精装复式 采光好，楼龄新，看花园安静,华景新城华景里,华景新城,1室1厅 ,47.28, 东 , 精装 ,21,2015, 塔楼,21, 一年前发布,1750000.0,"37,014元/平",房本满两年 随时看房 
该房采光视野好，难得望小区安静，地铁口上盖,新燕花园,燕塘,3室2厅 ,87.0, 西南 , 简装 ,17,2004, 塔楼,144, 5个月以前发布,4120000.0,"47,357元/平",近地铁 VR房源 房本满五年 随时看房 
此房过五年物业，高层采光通风好，小区新，配套好,尚东君御雅苑,珠江新城中,2室1厅 ,93.0, 西南 西 , 精装 ,46,2013, 塔楼,37, 4个月以前发布,7640000.0,"82,121元/平",近地铁 VR看装修 房本满五年 随时看房 
满五唯一 南北通透 厅出阳台 采光充足 双阳台,棠德花苑,棠下,2室1厅 ,59.74, 南 北 , 精装 ,9,1997, 板塔结合,53, 6个月以前发布,1940000.0,"32,475元/平",VR看装修 房本满五年 随时看房 
金融城，盈彩大3房，安静望泳池，业主急卖,盈彩美居,东圃,3室1厅 ,108.99, 东北 , 精装 ,18,2003, 塔楼,0, 1个月以前发布,5320000.0,"48,731元/平",VR房源 房本满五年 随时看房 
天朗明居南向一房  采光通风好 有钥匙随时可看,富力天朗明居,棠下,1室1厅 ,39.31, 南 , 简装 ,18,2002, 塔楼,20, 5个月以前发布,2000000.0,"50,725元/平",近地铁 VR看装修 房本满五年 随时看房 
棠德方正两房，东向，采光好，户型好，满五唯一,棠德花苑,棠下,2室1厅 ,65.74, 东 , 简装 ,10,1997, 塔楼,126, 10个月以前发布,1630000.0,"24,795元/平",近地铁 VR看装修 房本满五年 随时看房 
楼层采光好，业主诚心卖，看房方便,羊城花园,东圃,3室2厅 ,81.18, 南 , 简装 ,6,2000, 板楼,12, 3个月以前发布,3700000.0,"45,578元/平",VR看装修 房本满五年 随时看房 
13号线2期地铁珠村地铁口物业,中兴花园,东圃,3室2厅 ,89.66, 南 北 , 精装 ,18,2014, 塔楼,4, 3个月以前发布,3630000.0,"40,396元/平",VR看装修 房本满五年 随时看房 
满五免增值税，中好楼层，户型方正实用，南向大阳台冲,棠德花苑,棠下,2室1厅 ,64.2, 南 西南 , 简装 ,9,2000, 塔楼,14, 4个月以前发布,1900000.0,"29,596元/平",近地铁 VR房源 房本满五年 随时看房 
此房满五，近地铁，二楼带大平台可种花草，全明户型,棠德花苑,棠下,2室1厅 ,60.34, 西南 , 精装 ,9,1997, 塔楼,23, 5个月以前发布,2030000.0,"33,643元/平",VR看装修 房本满五年 随时看房 
天河区华南植物园旁林海山庄满五年南向三房一卫,保利林海山庄,龙洞,3室2厅 ,99.1, 南 , 简装 ,25,2009, 塔楼,42, 3个月以前发布,5300000.0,"53,482元/平",VR看装修 房本满五年 随时看房 
华阳校区 交通方便 电梯房 中楼层,河源大厦,林和,2室1厅 ,65.48, 南 北 , 精装 ,16,1998, 板塔结合,4, 2个月以前发布,3100000.0,"47,343元/平",近地铁 VR房源 房本满两年 随时看房 
珠委大院，家中无适龄儿童，2+1套间，满五年,珠委大院,林和,3室1厅 ,60.95, 东 西北 , 简装 ,9,1997, 板塔结合,3, 6个月以前发布,4200000.0,"68,909元/平",VR看装修 房本满五年 随时看房 
天河阳光家园  稀有户型  实用两房,阳光家园(天河),沙太南,2室1厅 ,42.0, 南 , 简装 ,9,2002, 塔楼,18, 2个月以前发布,1330000.0,"31,667元/平",VR看装修 房本满五年 随时看房 
美林湖畔三期安静望花园小三房 热门户型,美林湖畔花园,东圃,3室2厅 ,90.48, 北 , 精装 ,11,2005, 塔楼,0, 2个月以前发布,4700000.0,"51,884元/平",VR看装修 房本满五年 随时看房 
天河北 天誉花园二期 满5年 无按揭 高楼层 视野好,天誉花园,林和,2室1厅 ,77.89, 西 , 精装 ,30,2001, 塔楼,36, 3个月以前发布,4070000.0,"52,159元/平",近地铁 VR看装修 房本满五年 随时看房 
豪景花园高层电梯两房 阳光好 户型好 装修好,豪景花园,沙河,2室1厅 ,82.13, 东南 , 精装 ,19,2009, 塔楼,149, 10个月以前发布,2750000.0,"33,484元/平",VR看装修 房本满五年 随时看房 
产权满五年，免增值税；双层设计，高使用率；通天燃气,铂林国际公寓,珠江新城西,1室1厅 ,34.57, 南 , 精装 ,22,2005, 塔楼,26, 9个月以前发布,2060000.0,"59,490元/平",近地铁 VR房源 房本满五年 随时看房 
此房过五年，加装电梯3房视野开阔，南向看整个校园。,广州体育学院,林和,3室1厅 ,69.31, 南 北 , 简装 ,8,1998, 板楼,20, 3个月以前发布,4900000.0,"70,697元/平",近地铁 VR看装修 房本满五年 随时看房 
