实用大复式！过5年，唯一物业，税费低,锦绣生态园,钟村,4室2厅 ,202.67, 东北 , 精装 ,17,2007, 塔楼,1,18,5000000.0,"24,671元/平",VR房源 房本满五年 随时看房 
东南向格局好，高楼层望高尔夫球场，视野开阔,南国奥林匹克花园,汉溪长隆,3室2厅 ,159.1, 东南 , 精装 ,17,2006, 塔楼,20, 6个月以前发布,4390000.0,"27,593元/平",近地铁 VR看装修 房本满五年 随时看房 
一楼带55平方花园，单边位置，采光通风佳，一梯两户,祈福新村湖景居,祈福新村,3室2厅 ,79.2, 北 , 精装 ,4,1999, 板楼,88, 4个月以前发布,2450000.0,"30,935元/平",VR房源 房本满五年 随时看房 
广州雅居乐花园新地沁园 4室2厅 南 北,广州雅居乐花园新地沁园,雅居乐,4室2厅 ,138.51, 南 北 , 精装 ,18,2010, 塔楼,0, 3个月以前发布,5110000.0,"36,884元/平",VR房源 房本满五年 随时看房 
华南新城 山咏轩 楼龄新 满5年 高层 三房,华南新城南区,华南新城,4室2厅 ,139.03, 南 北 , 精装 ,11,2011, 板塔结合,1, 一年前发布,4600000.0,"33,087元/平",VR房源 房本满五年 随时看房 
产权清晰，过五年一手业主，靓格看房好商量 出入方便,祈福新村祈福名都,祈福新村,3室2厅 ,87.51, 北 , 简装 ,32,2014, 塔楼,17, 2个月以前发布,2850000.0,"32,568元/平",VR看装修 房本满五年 随时看房 
保利少有自改精装修三房 视野开阔,保利香逸花园,桥南,3室2厅 ,102.13, 东北 , 精装 ,18,2012, 塔楼,15, 一年前发布,4330000.0,"42,397元/平",VR看装修 房本满五年 随时看房 
祈福新村别墅 南北对流 通风采光好 实用高,祈福新村A区,祈福新村,4室2厅 ,150.12, 北 , 精装 ,1,1994, 平房,17, 7个月以前发布,4460000.0,"29,710元/平",近地铁 VR房源 房本满五年 随时看房 
稀有三房，采光好通风性强，中间楼层满五税少。,广州星河湾赏心园,星河湾,3室2厅 ,98.3, 南 北 , 简装 ,9,2001, 塔楼,5, 1个月以前发布,3320000.0,"33,759元/平",VR看装修 房本满五年 随时看房 
此房过五年，装修漂亮，户型方正实用,祈福新村祈福名都,祈福新村,3室2厅 ,89.4, 北 , 精装 ,32,2014, 塔楼,8, 5个月以前发布,3050000.0,"34,117元/平",VR看装修 房本满五年 随时看房 
雅澜苑 刚需两房 保养新净 交通方便 配套齐全,雅澜苑,洛溪,2室2厅 ,70.1, 南 , 精装 ,6,2000, 塔楼,44, 4个月以前发布,1920000.0,"27,390元/平",近地铁 VR看装修 房本满五年 随时看房 
店长推荐，满五唯一，税费便宜。,东方白云花园,市桥北,3室1厅 ,110.76, 南 , 简装 ,11,2002, 塔楼,88, 4个月以前发布,2200000.0,"19,863元/平",VR房源 房本满五年 随时看房 
天湖居东南向三房楼层高景观靓，18年新装修可拎包入住,祈福新村天湖居,祈福新村,3室2厅 ,102.66, 东南 , 精装 ,19,2003, 塔楼,24, 4个月以前发布,3100000.0,"30,197元/平",VR房源 房本满五年 随时看房 
近地铁电梯楼，小区环境好，视野开阔，采光好,鸿城花园,市桥,3室1厅 ,107.3, 东南 , 简装 ,28,2000, 塔楼,98, 7个月以前发布,2290000.0,"21,343元/平",近地铁 VR看装修 房本满五年 随时看房 
来福苑 步行市桥地铁口300多米 南向 采光好,来福苑,市桥,3室2厅 ,96.9, 南 北 , 简装 ,7,2000, 塔楼,68, 7个月以前发布,1980000.0,"20,434元/平",近地铁 VR看装修 房本满五年 随时看房 
大东路 框架结构 三房户型 配套成熟,大东路,市桥,3室2厅 ,129.9, 南 , 简装 ,8,2005, 塔楼,16, 4个月以前发布,1500000.0,"11,548元/平",VR看装修 房本满五年 随时看房 
鸿基花园 舒适三房  光线充足 交通便利,鸿基花园,市桥,3室2厅 ,92.9, 南 , 简装 ,12,1999, 塔楼,10, 2个月以前发布,1760000.0,"18,946元/平",近地铁 VR看装修 房本满五年 随时看房 
房子保养新净，配套齐全，大夫山旁,祈福新村倚云居,祈福新村,4室2厅 ,143.0, 东 , 其他 ,29,2004, 塔楼,10, 2个月以前发布,3800000.0,"26,574元/平",VR房源 房本满五年 随时看房 
广州产权房源 顺德碧桂园芷兰湾,顺德碧桂园芷兰湾,顺德碧桂园,3室2厅 ,93.16, 北 , 精装 ,18,2009, 塔楼,27, 一年前发布,1330000.0,"14,277元/平",VR看装修 房本满五年 随时看房 
位于地铁口，旺中带静，精装修可直接入住，满五年省税,氮肥厂宿舍,市桥,3室2厅 ,85.4, 南 , 精装 ,7,2000, 塔楼,12, 9个月以前发布,2030000.0,"23,771元/平",近地铁 VR看装修 房本满五年 随时看房 
"锦绣生态园,电梯房，满五，全朝南户型，采光充足!",锦绣生态园,钟村,3室2厅 ,99.67, 南 北 , 精装 ,7,2000, 塔楼,16, 7个月以前发布,2450000.0,"24,582元/平",VR看装修 房本满五年 随时看房 
倚莲半岛别墅，业主诚意出*！看房方便,倚莲半岛花园,莲花山,5室3厅 ,319.5, 南 , 毛坯 ,3,2014, 暂无数据,77, 一年前发布,6500000.0,"20,345元/平",VR房源 房本满五年 随时看房 
实用三房，户型方正，采光好，配套好,瑞和园,市桥,3室2厅 ,89.5, 南 , 简装 ,7,2002, 塔楼,39, 2个月以前发布,1260000.0,"14,079元/平",VR看装修 房本满五年 随时看房 
南向 中间位置保养好 业主诚意出手,祈福新村湖景居,祈福新村,3室2厅 ,79.2, 南 , 精装 ,4,1998, 板楼,11, 10个月以前发布,2850000.0,"35,985元/平",VR看装修 房本满两年 随时看房 
店长推荐，满五唯一，税费便宜。,东方白云花园,市桥北,3室1厅 ,110.76, 南 , 简装 ,11,2002, 塔楼,88, 4个月以前发布,2200000.0,"19,863元/平",VR房源 房本满五年 随时看房 
雅居乐三房二卫 婚房交际 拎包入住,广州雅居乐花园雅悦庭,雅居乐,3室1厅 ,104.8, 东北 , 精装 ,11,2010, 塔楼,7, 1个月以前发布,3870000.0,"36,884元/平",VR看装修 房本满五年 随时看房 
近地铁 满五电梯 三房两卫 户型方正 东向 通风采光好,丽江花园德荫楼,南浦,3室2厅 ,100.5, 东 , 简装 ,16,1997, 塔楼,42, 一年前发布,2600000.0,"25,871元/平",近地铁 VR看装修 房本满五年 随时看房 
南向 有花 园 中间位置 保养好 采光通风好 对流,祈福新村海晴居,祈福新村,3室1厅 ,78.79, 南 , 精装 ,6,2003, 板楼,26, 10个月以前发布,2780000.0,"35,284元/平",VR房源 房本满五年 随时看房 
"锦绣生态园,电梯房，满五，全朝南户型，采光充足!",锦绣生态园,钟村,3室2厅 ,99.67, 南 北 , 精装 ,7,2000, 塔楼,16, 7个月以前发布,2450000.0,"24,582元/平",VR看装修 房本满五年 随时看房 
华侨城电梯三房，南北对流，户型方正，产权满五年,华侨城(番禺),市桥,3室1厅 ,95.83, 南 , 简装 ,8,1994, 塔楼,6, 1个月以前发布,1690000.0,"17,636元/平",VR看装修 房本满五年 随时看房 
框架结构 房产过五不唯一 交通便利 配套成熟,市桥大南路,市桥,3室2厅 ,122.9, 南 , 简装 ,7,1993, 塔楼,4, 1个月以前发布,1220000.0,"9,927元/平",VR看装修 房本满五年 随时看房 
店长推荐：东华花园近地铁 满五唯一税费少 方便看房,东华花园,市桥东,3室2厅 ,112.53, 北 , 简装 ,6,2004, 板楼,59, 一年前发布,2400000.0,"21,328元/平",近地铁 VR看装修 房本满五年 随时看房 
西城花园正南向三房，通风采光好，满五年唯一,西城花园,市桥,3室2厅 ,85.9, 南 , 精装 ,7,1998, 塔楼,14, 3个月以前发布,1400000.0,"16,299元/平",VR看装修 房本满五年 随时看房 
福景园 全新装修未住  南向3房  满五唯一 省税,福景园,桥南,3室1厅 ,66.6, 南 , 精装 ,8,2008, 塔楼,18, 4个月以前发布,1280000.0,"19,220元/平",VR看装修 房本满五年 随时看房 
祈福名都三房出 手 看房方便 户型方正,祈福新村祈福名都,祈福新村,3室2厅 ,89.32, 北 , 精装 ,33,2013, 塔楼,166, 一年前发布,2850000.0,"31,908元/平",VR看装修 房本满两年 随时看房 
业主包增值税南北对流四房，楼龄新，采光好，视野宽阔,亚运城天成2区,亚运城,4室2厅 ,130.24, 南 , 精装 ,46,2019, 塔楼,5, 7个月以前发布,3800000.0,"29,177元/平",VR看装修 房本满两年 随时看房 
尚东尚筑 全新未住过 刚需3+1户型 东南向 位置安静,尚东尚筑,番禺客运站,4室2厅 ,111.86, 东南 , 精装 ,18,2008, 塔楼,16, 6个月以前发布,4050000.0,"36,206元/平",VR房源 房本满五年 随时看房 
经典格局，纯正3房，格局方正，南向通风采光好,北丽园,市桥,3室2厅 ,98.9, 南 , 简装 ,6,1995, 板楼,40, 11个月以前发布,1780000.0,"17,998元/平",近地铁 VR看装修 房本满五年 随时看房 
剑桥郡高层视野开阔采光好 新的背景墙 保养新 地铁,广州雅居乐花园剑桥郡,雅居乐,3室2厅 ,129.44, 西南 , 精装 ,26,2013, 塔楼,50, 7个月以前发布,5600000.0,"43,264元/平",近地铁 VR看装修 房本满五年 随时看房 
广奥单边两房  采光通风好  景观开扬  保养新净,广州奥林匹克花园,洛溪,2室2厅 ,76.3, 南 , 精装 ,6,2002, 塔楼,9, 2个月以前发布,2360000.0,"30,931元/平",近地铁 VR房源 房本满五年 随时看房 
产权清晰，过五年一手业主，靓格看房好商量 出入方便,祈福新村祈福名都,祈福新村,3室2厅 ,87.51, 北 , 简装 ,32,2014, 塔楼,17, 2个月以前发布,2850000.0,"32,568元/平",VR看装修 房本满五年 随时看房 
祈福新村别墅 南北对流 通风采光好 实用高,祈福新村A区,祈福新村,4室2厅 ,150.12, 北 , 精装 ,1,1994, 平房,17, 7个月以前发布,4460000.0,"29,710元/平",近地铁 VR房源 房本满五年 随时看房 
汇庭雅苑低层，住家靓二厅二房，带平台,汇庭雅苑,桥南,2室2厅 ,87.6, 西 , 简装 ,5,2003, 塔楼,19, 4个月以前发布,1730000.0,"19,749元/平",VR看装修 房本满五年 随时看房 
广州雅居乐花园新地沁园 4室2厅 南 北,广州雅居乐花园新地沁园,雅居乐,4室2厅 ,138.51, 南 北 , 精装 ,18,2010, 塔楼,0, 3个月以前发布,5110000.0,"36,884元/平",VR房源 房本满五年 随时看房 
金色成品 精致 南向复式  证过五年精装修 业主没住过,万科金色城品,沙湾,4室2厅 ,69.73, 南 , 精装 ,8,2010, 塔楼,5, 2个月以前发布,4100000.0,"58,799元/平",VR房源 房本满五年 随时看房 
保利少有自改精装修三房 视野开阔,保利香逸花园,桥南,3室2厅 ,102.13, 东北 , 精装 ,18,2012, 塔楼,15, 一年前发布,4330000.0,"42,397元/平",VR看装修 房本满五年 随时看房 
大东路 框架结构 三房户型 配套成熟,大东路,市桥,3室2厅 ,129.9, 南 , 简装 ,8,2005, 塔楼,16, 4个月以前发布,1500000.0,"11,548元/平",VR看装修 房本满五年 随时看房 
康富花园大三室，地铁300米，一梯两户，南北对流,康富花园,市桥,3室1厅 ,103.0, 南 , 简装 ,7,1998, 塔楼,0, 1个月以前发布,1850000.0,"17,962元/平",近地铁 VR看装修 房本满五年 随时看房 
捷进中路 三房户型 满五唯一 近地铁600米！！！,捷进中路,市桥,3室2厅 ,106.3, 南 , 简装 ,8,1997, 塔楼,10, 1个月以前发布,1280000.0,"12,042元/平",近地铁 VR看装修 房本满五年 随时看房 
靓楼层，就近读书，让小孩赢在起跑线上,番禺奥林匹克花园,桥南,3室2厅 ,107.7, 南 , 简装 ,6,2002, 板楼,16, 4个月以前发布,2650000.0,"24,606元/平",VR看装修 房本满五年 随时看房 
丽江花园华林居 望湖对流3房 采光通风好 视野好,丽江花园华林居,南浦,4室2厅 ,103.4, 东北 , 简装 ,8,1998, 塔楼,16, 3个月以前发布,3200000.0,"30,948元/平",VR看装修 房本满五年 随时看房 
"框架结构，可用公积金贷款, 南北對流。",工业路,市桥,3室2厅 ,70.44, 南 , 精装 ,7,1993, 塔楼,3, 1个月以前发布,1260000.0,"17,888元/平",VR看装修 房本满五年 随时看房 
南向望园景，证过5年，没有按揭，红本在手，产权清晰,朗陶居,桥南,3室2厅 ,90.9, 南 , 精装 ,7,2001, 塔楼,1, 2个月以前发布,2080000.0,"22,883元/平",VR看装修 房本满五年 随时看房 
金山谷四期户型方正高楼层视野好使用率高出入方便,金山谷四期,金山谷,3室2厅 ,104.42, 北 , 精装 ,25,2013, 塔楼,5, 一年前发布,4180000.0,"40,031元/平",近地铁 VR看装修 房本满五年 随时看房 
水韵蓝湾 满五 6大房 三层别墅,水韵蓝湾南区,桥南,6室3厅 ,281.05, 南 , 毛坯 ,3, 暂无数据 , 独栋别墅 ,16, 6个月以前发布,6380000.0,"22,701元/平",VR房源 房本满五年 随时看房 
飞机户型，望花园，温馨大四房，安静舒适,珑翠花园,汉溪长隆,4室2厅 ,165.87, 南 北 , 精装 ,32,2015, 板塔结合,29, 10个月以前发布,6690000.0,"40,333元/平",VR看装修 房本满两年 随时看房 
锦绣生态园水云居 过五年 精装修 品牌家装 居住好选择,锦绣生态园,钟村,3室2厅 ,118.63, 西北 , 精装 ,11,2001, 塔楼,20, 4个月以前发布,3080000.0,"25,964元/平",VR看装修 房本满五年 随时看房 
东兴苑 户型方正 采光充足 通风好 温馨住家三房,东兴苑,番禺广场,3室1厅 ,89.0, 南 北 , 简装 ,8,1998, 塔楼,98, 5个月以前发布,1750000.0,"19,663元/平",近地铁 VR房源 房本满五年 随时看房 
锦绣半岛金月湾 3室1厅 东北,锦绣半岛金月湾,南浦,3室1厅 ,93.3, 东北 , 精装 ,31,2009, 塔楼,8, 3个月以前发布,3050000.0,"32,691元/平",VR房源 房本满两年 随时看房 
珑翠花园 3室1厅 东南,珑翠花园,汉溪长隆,3室1厅 ,141.89, 东南 , 精装 ,30,2015, 板塔结合,6, 2个月以前发布,6100000.0,"42,992元/平",VR看装修 房本满五年 随时看房 
市桥地铁 高层 原装电梯三房  随时看房,怡乐园(番禺),市桥,3室2厅 ,102.0, 西北 , 简装 ,23,2003, 塔楼,21, 3个月以前发布,1820000.0,"17,844元/平",近地铁 VR看装修 房本满五年 随时看房 
采光通风都很好 视野开阔景观靓 望小区园景,华侨城(番禺),市桥,3室2厅 ,107.5, 西南 , 简装 ,13,2000, 塔楼,33, 一年前发布,1750000.0,"16,280元/平",VR看装修 房本满五年 随时看房 
满五唯一 户型方正中层望花园泳池装修保养好视野开阔,新月明珠花园,大石,3室1厅 ,105.75, 北 东北 , 精装 ,22,2007, 塔楼,101, 7个月以前发布,3970000.0,"37,542元/平",近地铁 VR房源 房本满五年 随时看房 
此房南北对流，采光好通风，前后看园林，楼龄较新,锦绣香江花园第8期,汉溪长隆,4室2厅 ,168.36, 南 北 , 精装 ,17,2013, 板楼,108, 一年前发布,5870000.0,"34,850元/平",近地铁 VR看装修 房本满五年 随时看房 
少有南向  环境舒适  楼距宽阔 采光好,祈福新村祈福名都,祈福新村,4室2厅 ,126.75, 南 , 精装 ,32,2014, 塔楼,34, 7个月以前发布,4800000.0,"37,870元/平",VR看装修 房本满两年 随时看房 
视野开阔，保养采光好，业主诚心出*,万科欧泊,万博,3室2厅 ,95.46, 北 , 精装 ,33,2012, 板塔结合,14, 一年前发布,4340000.0,"45,408元/平",近地铁 VR看装修 房本满五年 随时看房 
证过5年唯一 祈福新村山泉居 南向中层 大三房,祈福新村山泉居,祈福新村,3室1厅 ,106.56, 东南 南 , 精装 ,6,2004, 板楼,48, 6个月以前发布,2850000.0,"26,746元/平",VR房源 房本满五年 随时看房 
尚上名筑三期好房，东南向，精装修，保养好，急出,尚上名筑三期,亚运城,3室2厅 ,123.01, 南 , 精装 ,31,2016, 塔楼,22, 4个月以前发布,2390000.0,"19,430元/平",VR看装修 房本满五年 随时看房 
过5年少税，装修新，全屋定制柜子1年，拎包入住,富豪山庄,富豪山庄,3室2厅 ,133.55, 北 , 精装 ,18,2013, 塔楼,0, 2个月以前发布,4000000.0,"29,952元/平",VR房源 房本满五年 随时看房 
广州产权电梯楼    环境好 满五年,顺德碧桂园芷兰湾,顺德碧桂园,3室2厅 ,93.5, 东北 , 精装 ,18,2009, 塔楼,20, 10个月以前发布,1380000.0,"14,760元/平",VR看装修 房本满五年 随时看房 
星海公园旁 精装修三房 前后阳台 低楼层,侨联社区新城区,市桥,3室1厅 ,54.4, 南 , 精装 ,6,1993, 板楼,6, 1个月以前发布,1130000.0,"20,773元/平",VR看装修 房本满两年 随时看房 
锦绣趣园南向，一梯两户带阁楼房源,锦绣生态园趣园,钟村,3室2厅 ,85.31, 南 , 精装 ,6,2005, 塔楼,89, 一年前发布,1860000.0,"21,803元/平",VR房源 房本满两年 随时看房 
番禺人民医院宿舍 3室1厅 南,番禺人民医院宿舍,市桥,3室1厅 ,93.1, 南 , 简装 ,9,1995, 塔楼,14, 7个月以前发布,1350000.0,"14,501元/平",VR看装修 房本满两年 随时看房 
祈福新村湖景居 南向三房一楼 前后花园 过五年,祈福新村湖景居,祈福新村,3室2厅 ,79.2, 南 , 简装 ,4,1998, 板楼,8, 2个月以前发布,2680000.0,"33,839元/平",VR房源 房本满五年 随时看房 
华南碧桂园翠山蓝天苑 4室1厅 西南,华南碧桂园翠山蓝天苑,华南碧桂园,4室1厅 ,172.13, 西南 , 精装 ,8,2007, 塔楼,2, 3个月以前发布,6350000.0,"36,891元/平",VR看装修 房本满两年 随时看房 
地铁口物业实用舒适电梯南向三房，过五唯一税少近桥城,康泰花园(番禺区),市桥,3室2厅 ,84.0, 南 , 简装 ,7,1999, 塔楼,16, 一年前发布,1800000.0,"21,429元/平",VR看装修 房本满五年 随时看房 
南国奥林匹克花园 3室2厅 南 北,南国奥林匹克花园,汉溪长隆,3室2厅 ,120.02, 南 北 , 精装 ,5,2006, 板楼,1, 1个月以前发布,3480000.0,"28,996元/平",近地铁 VR看装修 房本满五年 随时看房 
倚莲半岛花园 3室2厅 东,倚莲半岛花园,莲花山,3室2厅 ,121.74, 东 , 毛坯 ,16,2014, 塔楼,4, 1个月以前发布,2100000.0,"17,250元/平",VR看装修 房本满五年 随时看房 
百乐园小区 中高楼层 光线好格局方正 诚意放卖,富丽家园百乐园,大石,2室1厅 ,75.63, 南 , 简装 ,7,1995, 塔楼,0, 1个月以前发布,1490000.0,"19,702元/平",VR看装修 房本满五年 随时看房 
中楼层南向大两房，满五唯一省税费。,自在城市花园一二期,汉溪长隆,2室2厅 ,88.89, 东南 , 精装 ,18,2012, 板塔结合,24, 2个月以前发布,2650000.0,"29,768元/平",VR看装修 房本满五年 随时看房 
自在城市花园精装三房，高层望花园，看房方便,自在城市花园一二期,汉溪长隆,3室2厅 ,94.56, 西北 , 其他 ,10,2004, 塔楼,0, 1个月以前发布,2820000.0,"29,768元/平",VR房源 房本满五年 随时看房 
